workload_id,rho,capacity,quantizer,arrival_scheduling_mode,configured_fine_deltas,positive_fine_deltas,zero_fine_deltas,min_included_delta,max_included_delta,status,exponent,intercept,r_squared
workload_3a30083e22f1cfcc48380d67,0.95,8,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.0532924542802773,0.8618143568510492,0.99912503513047
workload_3a7423296c830c17429d2b55,0.8,4,ceiling,preload_all,6,5,1,1e-05,0.003,one_missing,0.9295275544423983,-0.40899054469213253,0.9626571000694051
workload_3a7423296c830c17429d2b55,0.8,4,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8932316505605071,0.031245201732849736,0.9827259732931001
workload_3a7423296c830c17429d2b55,0.8,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8252605611037882,-0.7095663170800671,0.9839083575832027
workload_3a9856dfe78cf0d2f013ff2d,1.1,4,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0936780335251244,1.1510502256755553,0.989450153352717
workload_3a9856dfe78cf0d2f013ff2d,1.1,4,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0550775889194357,1.3466370067389914,0.9915757601779158
workload_3a9856dfe78cf0d2f013ff2d,1.1,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,1.0080212162941307,0.8004028325522741,0.993849173803598
workload_3aca07b778e10df72b78f5af,0.8,4,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8331280681766665,-0.9912899104669,0.9657904557703075
workload_3aca07b778e10df72b78f5af,0.8,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9925985378783022,0.7126090661503507,0.9993686351526532
workload_3aca07b778e10df72b78f5af,0.8,4,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9102395538456608,-0.1959355476984931,0.976864492126638
workload_3ade225e16c7314635409744,0.8,8,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,0.8657573456028798,-0.6270597960628419,0.9915330268741869
workload_3ade225e16c7314635409744,0.8,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.2489755395604363,2.3980690161992406,0.9835155519387909
workload_3ade225e16c7314635409744,0.8,8,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.2350015629737523,2.002969909354181,0.98766767813918
workload_3b11e1f8ae26501f9e8b4f88,0.95,4,ceiling,preload_all,6,5,1,1e-05,0.003,one_missing,0.9662436825909417,0.015706936074080104,0.9604385231816397
workload_3b11e1f8ae26501f9e8b4f88,0.95,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9164876033662749,0.3147062460366508,0.9968944806596887
workload_3b11e1f8ae26501f9e8b4f88,0.95,4,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,0.9169142321716206,0.0743914451348527,0.9987899294792888
workload_3b6c83f91379f332663f8a69,0.5,16,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.9261102785110421,-0.643719140811641,0.9528642952415698
workload_3b6c83f91379f332663f8a69,0.5,16,floor,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0863327522926292,1.1516721031837551,0.9871638016714205
workload_3b6c83f91379f332663f8a69,0.5,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9178790415976585,-0.33683620344016196,0.9285511157681267
workload_3bc7049e39a7ba444e0e3f8f,1.1,4,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.942438720188753,0.12155274313636746,0.9974293690811982
workload_3bc7049e39a7ba444e0e3f8f,1.1,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.1204773824850698,1.668945973242002,0.9976395413504638
workload_3bc7049e39a7ba444e0e3f8f,1.1,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9435233124114139,0.4235720307303445,0.9914274558162592
workload_3bdf16badf34ad09adec7a42,0.5,4,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.1857782552263536,0.9797012333717374,0.9844196393821688
workload_3bdf16badf34ad09adec7a42,0.5,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9814916991911189,0.38834913253054965,0.995165115902806
workload_3bdf16badf34ad09adec7a42,0.5,4,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9992153774760081,0.3376419402572616,0.9971555399884467
workload_3c118d0912e534110fd4f9af,1.25,8,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9030120761461169,-0.08205923492490422,0.8919652091388401
workload_3c118d0912e534110fd4f9af,1.25,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.041707722586232,1.4052487360125083,0.9929484402344827
workload_3c118d0912e534110fd4f9af,1.25,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8998451539018252,0.1755031261983839,0.9862210608475539
workload_3cf24a6ae2e89ef54ec85692,1.1,4,ceiling,preload_all,6,5,1,1e-05,0.003,one_missing,0.9462405023136926,-0.0033804703901483208,0.9880188170924368
workload_3cf24a6ae2e89ef54ec85692,1.1,4,floor,preload_all,6,6,0,1e-05,0.003,complete,1.1056186310530338,1.5856061743924683,0.9706968508716053
workload_3cf24a6ae2e89ef54ec85692,1.1,4,nearest,preload_all,6,5,1,1e-05,0.003,one_missing,0.974435714154762,0.5748700895756097,0.9984634240624086
workload_3d1f7e4f42d14ab99a813c37,1.1,8,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9739022243045264,0.3045777686013037,0.996636608952491
workload_3d1f7e4f42d14ab99a813c37,1.1,8,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9740201454738896,0.734780949785695,0.9705900890728885
workload_3d1f7e4f42d14ab99a813c37,1.1,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8963742649349349,-0.11192339920157597,0.9789831857277317
workload_3d34ca5d27dfdca883e08558,1.1,4,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.098167109025258,1.039666340808318,0.9861286305425431
workload_3d34ca5d27dfdca883e08558,1.1,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.2306630804541285,2.429537163178193,0.9845934823115052
workload_3d34ca5d27dfdca883e08558,1.1,4,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.1964262067546674,1.9663471638445909,0.994233340966487
workload_3d4c94648c60609afc784ab8,0.5,8,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.1009058928000446,0.4463604998054075,0.999075380528327
workload_3d4c94648c60609afc784ab8,0.5,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0137464724327656,0.7975548018948287,0.9882021038206286
workload_3d4c94648c60609afc784ab8,0.5,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9719016217110177,0.1763257376397133,0.9914069627375441
workload_3dbab9cfedf329e02ebc64ab,0.5,16,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.883407557823052,-0.9717554729436668,0.9922560102191883
workload_3dbab9cfedf329e02ebc64ab,0.5,16,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9962422433753754,0.6482403259359084,0.9991696382889933
workload_3dbab9cfedf329e02ebc64ab,0.5,16,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9552462787096919,0.01724460801123854,0.9902172908498192
workload_3dfc2fb764148ad5c8690769,0.8,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9215013122565374,-0.5305536232993546,0.9623352568270381
workload_3dfc2fb764148ad5c8690769,0.8,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9071450002570793,-0.21631478571071444,0.9866674167524128
workload_3dfc2fb764148ad5c8690769,0.8,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.881862570706608,-0.522425588773476,0.9204299532150908
workload_3e1dd4ca73897af7b36ff331,1.25,8,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9663062877168791,0.14246461138067487,0.986100366367295
workload_3e1dd4ca73897af7b36ff331,1.25,8,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9034167039901214,0.21906465135162428,0.9898217282438749
workload_3e1dd4ca73897af7b36ff331,1.25,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8945440737596576,-0.2599283575456002,0.8805952451356638
workload_3e425b67a4320bfc95c6edc2,0.5,16,ceiling,preload_all,6,3,3,0.0003,0.003,two_or_more_missing,1.0930635234784645,0.13876181795423928,0.9996779263656458
workload_3e425b67a4320bfc95c6edc2,0.5,16,floor,preload_all,6,5,1,1e-05,0.003,one_missing,1.0039429042444639,0.550279674238553,0.9920019390786099
workload_3e425b67a4320bfc95c6edc2,0.5,16,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.1817320831526157,1.4352922198433364,0.994859733080878
workload_3e50f5f6b07c0db10fb9e634,0.5,4,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8163593046937591,-1.597374806228818,0.9907598455597779
workload_3e50f5f6b07c0db10fb9e634,0.5,4,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9376112631583888,0.0996010721857281,0.9948742607268861
workload_3e50f5f6b07c0db10fb9e634,0.5,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9662320960066233,-0.18359860746209547,0.9731780735386802
workload_3f0f4b85131c2001c80c05d0,1.1,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.0248951293175539,0.7009703165017,0.998827373134752
workload_3f0f4b85131c2001c80c05d0,1.1,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9512623639565101,0.6025692915304836,0.9884763172207343
workload_3f0f4b85131c2001c80c05d0,1.1,8,nearest,preload_all,6,5,1,1e-05,0.003,one_missing,1.0313447207351323,1.0001717125615657,0.9943593602799813
workload_400d11bb1284c1812aa824aa,1.0,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.7724386911196541,-1.0680831587202126,0.9809244690741968
workload_400d11bb1284c1812aa824aa,1.0,16,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8709255803394411,-0.008592313796928526,0.9853946625988383
workload_400d11bb1284c1812aa824aa,1.0,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.915098110898048,0.20012984187218882,0.9732796903325588
workload_410dd8a121428b7ded613f77,1.25,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8882590792586185,-0.31292370302437433,0.9939663266331666
workload_410dd8a121428b7ded613f77,1.25,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9498552982084865,0.37019324415671634,0.9921465898596163
workload_410dd8a121428b7ded613f77,1.25,1,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.8764340995589667,-0.26228352022022255,0.9829919407742398
workload_41dd8af959bfba2415f99bea,1.1,1,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0631921233281438,0.5586533514204974,0.9950982246541747
workload_41dd8af959bfba2415f99bea,1.1,1,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.0546036658764344,0.9676438833552856,0.985816591334239
workload_41dd8af959bfba2415f99bea,1.1,1,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.1634454769760918,1.542043382477723,0.9934215101743843
workload_42fac2ca847988897d3e15a7,0.8,8,ceiling,preload_all,6,5,1,1e-05,0.003,one_missing,0.9732266916099317,-0.3449671201934265,0.8602006744652626
workload_42fac2ca847988897d3e15a7,0.8,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.1006340925059264,1.4049718372803506,0.9933175778057483
workload_42fac2ca847988897d3e15a7,0.8,8,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.1097819830880893,1.1140303664768665,0.9968056595302136
workload_4300d69d626a860593636097,0.5,1,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.9085439049336689,-0.9156244938878012,0.9428162273995979
workload_4300d69d626a860593636097,0.5,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9398806725435408,0.20373847572349027,0.998400271924948
workload_4300d69d626a860593636097,0.5,1,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9256801996402991,-0.24307414407495823,0.9691506046444895
workload_43451b858d8171d8fdc2678a,0.95,1,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0165924291540807,0.27050826949303414,0.9852371598632361
workload_43451b858d8171d8fdc2678a,0.95,1,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9873086439908586,0.5492104090477863,0.9940752544910934
workload_43451b858d8171d8fdc2678a,0.95,1,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.0940321004626024,0.9528010067192108,0.9967288365782292
workload_434ce1497ca2d714ab8e400b,0.5,1,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.044082097230345,-0.308615942074749,0.9964402442128114
workload_434ce1497ca2d714ab8e400b,0.5,1,floor,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0619188410332334,0.6230978193772369,0.9961023783559027
workload_434ce1497ca2d714ab8e400b,0.5,1,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.2213641145126926,1.4329138586373025,0.9938504246945343
workload_4352fb63835816a5e1540822,0.95,4,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,0.9150650111880094,-0.13517788571863099,0.9924255207158258
workload_4352fb63835816a5e1540822,0.95,4,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8171649713756428,-0.41390823748106,0.9888855578022206
workload_4352fb63835816a5e1540822,0.95,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8433771923158463,-0.37628405248362123,0.995939367545439
workload_43f33aca927bee8b6859f40b,0.5,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.774291932028484,-1.8917960513241916,0.9802760289133058
workload_43f33aca927bee8b6859f40b,0.5,16,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9285768106138025,0.1416178242187512,0.9954842129141035
workload_43f33aca927bee8b6859f40b,0.5,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9940394497759854,0.2967839505054864,0.9619733528411416
workload_44517cfaf30bcc45a082c86e,0.95,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.7180602960727525,-1.941694252831122,0.9142309432003652
workload_44517cfaf30bcc45a082c86e,0.95,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.851593528961708,-0.7227404477511417,0.92121996684501
workload_44517cfaf30bcc45a082c86e,0.95,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9046254504927329,-0.37621234295004974,0.9899408866311921
workload_45004ddbf60a399036324f38,0.8,16,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.0724567036390624,0.7630524828099791,0.9712461118156973
workload_45004ddbf60a399036324f38,0.8,16,floor,preload_all,6,6,0,1e-05,0.003,complete,1.1034094011668782,1.4393172625507942,0.970759642685017
workload_45004ddbf60a399036324f38,0.8,16,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9812430199366173,0.39737562172329494,0.9973233493169026
workload_45413299b191131a4871f08d,0.8,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.9283783707155766,-0.4329514499561576,0.995098298509893
workload_45413299b191131a4871f08d,0.8,8,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9853301630278425,0.485146047801001,0.9979011797436501
workload_45413299b191131a4871f08d,0.8,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9784614515092457,0.09813549686981064,0.9784541118171652
workload_4588a85ca053d61d81288eb3,1.25,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8319812634516093,-0.4566579583195883,0.9574131097878007
workload_4588a85ca053d61d81288eb3,1.25,16,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9103959278520188,0.5277563640191917,0.9982931375372704
workload_4588a85ca053d61d81288eb3,1.25,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8446446370287133,-0.1609389186022008,0.9883373478680195
workload_46aba845a7c23fe29a3a0d63,1.25,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9203257468846914,0.08209318115266767,0.9933947086229781
workload_46aba845a7c23fe29a3a0d63,1.25,16,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0353906331170346,1.250343163431934,0.9983599974823577
workload_46aba845a7c23fe29a3a0d63,1.25,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9023501427259629,0.04911054103932808,0.9778352456321828
workload_46e6ef8f7e32c2fbbe60512e,1.0,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9584237372926961,0.2883498436115455,0.9977354353442954
workload_46e6ef8f7e32c2fbbe60512e,1.0,16,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9239668870070916,0.38383430475522445,0.9927214911533943
workload_46e6ef8f7e32c2fbbe60512e,1.0,16,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0480273585914508,0.9395576498109149,0.9928692325445483
workload_471893ce658a4f7760eb9342,1.25,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.0843499404475718,0.967135298739162,0.9702298389553508
workload_471893ce658a4f7760eb9342,1.25,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0597553902989971,1.361729616221856,0.9935808346527708
workload_471893ce658a4f7760eb9342,1.25,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9428352072746767,0.2232071568945628,0.958717154020937
workload_47e3304e464d0e0281578ba9,1.25,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8690623287164451,-0.444065537284974,0.9396943911888799
workload_47e3304e464d0e0281578ba9,1.25,16,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9395197535242046,0.48216220813409844,0.9829846842077105
workload_47e3304e464d0e0281578ba9,1.25,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9060285305793153,0.17751221981841986,0.9915514249816508
workload_4833af204ef5330f1a36cbe0,1.0,4,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.8642374009645535,-0.5882620157164705,0.9676559949823899
workload_4833af204ef5330f1a36cbe0,1.0,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.2425073560160147,2.591936040917497,0.9804593795540243
workload_4833af204ef5330f1a36cbe0,1.0,4,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,0.9771233707402173,0.5311938135444199,0.9966071774112305
workload_49a8ad3f09ed9547f9ebac86,0.95,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.7265192173336801,-1.8441681323506036,0.9645028476743649
workload_49a8ad3f09ed9547f9ebac86,0.95,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8104584176162011,-0.5697547506517423,0.9965759295783909
workload_49a8ad3f09ed9547f9ebac86,0.95,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.7036285273673277,-1.5009689262863142,0.9727789328427149
workload_49e16c939b5b8565fe1c5bfe,1.1,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9421406840502524,-0.07620073631030028,0.9766884980363338
workload_49e16c939b5b8565fe1c5bfe,1.1,16,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.9509022680544514,0.6025951332100175,0.9927061329585694
workload_49e16c939b5b8565fe1c5bfe,1.1,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8972207137123269,0.09422775618854293,0.9963368607941433
workload_49f4c1347c1b2fd5736b7c49,1.1,8,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.219518627969715,1.8554250534614403,0.9769720340696367
workload_49f4c1347c1b2fd5736b7c49,1.1,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.023865277688864,1.0951759541177044,0.9985525710455132
workload_49f4c1347c1b2fd5736b7c49,1.1,8,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.1769689583459524,1.9199618800415417,0.9779499358833308
workload_4a2097aadf64e3df0a5bb162,1.1,1,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.1785207598546745,1.634157992439675,0.9827063023569608
workload_4a2097aadf64e3df0a5bb162,1.1,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9552493734737967,0.40761252103407036,0.9933843643710418
workload_4a2097aadf64e3df0a5bb162,1.1,1,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,1.059106290476267,0.8749785179623757,0.9718507848960661
workload_4a4efe0049c8b2ab485f4263,1.1,4,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.066832553449116,0.8345356352793488,0.9947072159327603
workload_4a4efe0049c8b2ab485f4263,1.1,4,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.2145630483373453,2.3667530290129397,0.9766491810089418
workload_4a4efe0049c8b2ab485f4263,1.1,4,nearest,preload_all,6,5,1,1e-05,0.003,one_missing,0.9914848912225638,0.5028035811287975,0.99058353638674
workload_4a547756b8ccd726f249fcb7,1.1,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9496817505410113,-0.12240163705071357,0.970224360203805
workload_4a547756b8ccd726f249fcb7,1.1,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9985207542125627,0.6159554649419359,0.9791196692701851
workload_4a547756b8ccd726f249fcb7,1.1,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9818775178587261,0.35316652601520104,0.9724740070100325
workload_4a9c981a8d6984927d189bba,0.8,4,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.7573121229963498,-1.754841221960468,0.8280133247737468
workload_4a9c981a8d6984927d189bba,0.8,4,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8142831640435787,-0.4796198414658167,0.967637013957218
workload_4a9c981a8d6984927d189bba,0.8,4,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9426007515755755,0.19667742828115894,0.9912263705723624
workload_4afe66e508a0414a52506990,1.1,1,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.0691281765374665,1.0156298892864912,0.9741409577123497
workload_4afe66e508a0414a52506990,1.1,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9817766946562397,0.6300859271077043,0.9957523469446729
workload_4afe66e508a0414a52506990,1.1,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.922010282975825,0.09522557677476219,0.9979435363079532
workload_4bcb1df0e66d1b2fb1644847,0.5,4,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.36009897067793,1.9989578216514168,0.9780713517465235
workload_4bcb1df0e66d1b2fb1644847,0.5,4,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8532911290368097,-0.382289164289012,0.9952303670614598
workload_4bcb1df0e66d1b2fb1644847,0.5,4,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.9456447105442428,-0.056878259825897844,0.9895707845242707
workload_4c4e85b649a1abbd12414066,0.95,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.9617434186395593,0.16191273833009048,0.9905389098018111
workload_4c4e85b649a1abbd12414066,0.95,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0764091357802368,1.3754902055200715,0.9942733642744546
workload_4c4e85b649a1abbd12414066,0.95,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,1.0682735480175904,1.2019534302869501,0.9590792583896416
workload_4c78f196b9e1c0ecde745343,1.0,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.954701619636788,-0.1858858042031169,0.9423288850323825
workload_4c78f196b9e1c0ecde745343,1.0,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.114179085244898,1.435594577157434,0.9699160754177986
workload_4c78f196b9e1c0ecde745343,1.0,8,nearest,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.2027424812287337,1.9215901014623948,0.983822928814474
workload_4c9839f5b5204b1aa1a49a66,0.95,8,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.0213995576094552,0.4717488731020361,0.992775545700919
workload_4c9839f5b5204b1aa1a49a66,0.95,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,1.020143067454708,1.110437249469644,0.9952864965471271
workload_4c9839f5b5204b1aa1a49a66,0.95,8,nearest,preload_all,6,5,1,1e-05,0.003,one_missing,0.8841863573307545,-0.03916981741146469,0.9940689845558087
workload_4c9da8e12f3e317319bbe48c,0.95,16,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,0.8415901260706553,-0.7252184889101981,0.9857293550333976
workload_4c9da8e12f3e317319bbe48c,0.95,16,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0664972353075197,1.3057728308657064,0.9947559769869442
workload_4c9da8e12f3e317319bbe48c,0.95,16,nearest,preload_all,6,5,1,3e-05,0.003,one_missing,0.955806268319141,0.29899237214310986,0.9977687198104064
workload_4e833551d669fcfce1382b2c,1.0,8,ceiling,preload_all,6,5,1,3e-05,0.003,one_missing,1.117950843620448,1.1565127038737735,0.9873857218790582
workload_4e833551d669fcfce1382b2c,1.0,8,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0215321606061638,0.9832172857685733,0.9302031792049209
workload_4e833551d669fcfce1382b2c,1.0,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8516031382744738,-0.4561402089925116,0.9778539620253516
workload_4e8ac73587300d1eb1ef38fd,1.0,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.7976595311976221,-1.0229316563750066,0.9870814158687757
workload_4e8ac73587300d1eb1ef38fd,1.0,16,floor,preload_all,6,6,0,1e-05,0.003,complete,1.0499243991826577,1.114229657738721,0.9932599294658675
workload_4e8ac73587300d1eb1ef38fd,1.0,16,nearest,preload_all,6,6,0,1e-05,0.003,complete,1.0792900469908218,1.0944743357435203,0.9717943826232346
workload_4ebb81a7a26756008cf01d67,0.5,1,ceiling,preload_all,6,5,1,1e-05,0.003,one_missing,0.7902023474142141,-1.8146722727809161,0.9666193307082982
workload_4ebb81a7a26756008cf01d67,0.5,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9578562337358277,-0.03636303175475639,0.9621816352402052
workload_4ebb81a7a26756008cf01d67,0.5,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8181530909282733,-1.314762652957174,0.8798525814637634
workload_4f2119713740a3d3b01d08b1,1.1,1,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9442783146606036,-0.0842823046074686,0.9684076219517037
workload_4f2119713740a3d3b01d08b1,1.1,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.8472379729435691,-0.21513792983025457,0.993792579453263
workload_4f2119713740a3d3b01d08b1,1.1,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.8361105513602785,-0.4646081757483492,0.9898518473998521
workload_4f73097e694221c06ede6592,0.5,1,ceiling,preload_all,6,4,2,0.0001,0.003,two_or_more_missing,1.3684076599464174,1.9445856848157177,0.9975834881448732
workload_4f73097e694221c06ede6592,0.5,1,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9318515742411879,-0.12237207926252401,0.9946293826864433
workload_4f73097e694221c06ede6592,0.5,1,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.926898567462127,-0.5439759583151783,0.9623655166329242
workload_4f940dd4594e6f9a46ebc33e,0.95,8,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9976454934949981,0.2195000595707239,0.9737374390977984
workload_4f940dd4594e6f9a46ebc33e,0.95,8,floor,preload_all,6,5,1,3e-05,0.003,one_missing,0.8987107474393071,0.0987492966116931,0.9971542739993181
workload_4f940dd4594e6f9a46ebc33e,0.95,8,nearest,preload_all,6,6,0,1e-05,0.003,complete,0.9864824565634424,0.5119112170741231,0.9963899004827054
workload_4ff3c83962b56c743b91f8b1,1.1,16,ceiling,preload_all,6,6,0,1e-05,0.003,complete,0.9734306473480868,0.25996244415909475,0.9911990969792498
workload_4ff3c83962b56c743b91f8b1,1.1,16,floor,preload_all,6,6,0,1e-05,0.003,complete,0.9031253685460991,0.25386284901750106,0.9723659575193933
