filename,figure_id,source_dataset,filtering_conditions,plotting_function,language,creation_timestamp
collision_scaling_ru.svg,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:57.103822+00:00
collision_scaling_ru.pdf,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:57.103825+00:00
signed_loss_error_ru.png,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:57.508312+00:00
signed_loss_error_ru.svg,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:57.508326+00:00
signed_loss_error_ru.pdf,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:57.508328+00:00
critical_collision_rate_ru.png,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.029988+00:00
critical_collision_rate_ru.svg,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.030005+00:00
critical_collision_rate_ru.pdf,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.030009+00:00
total_collision_vs_gap_ru.png,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.279832+00:00
total_collision_vs_gap_ru.svg,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.279847+00:00
total_collision_vs_gap_ru.pdf,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.279850+00:00
critical_difference_vs_gap_ru.png,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.536591+00:00
critical_difference_vs_gap_ru.svg,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.536605+00:00
critical_difference_vs_gap_ru.pdf,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T10:05:58.536607+00:00
runtime_vs_events_ru.png,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.895314+00:00
runtime_vs_events_ru.svg,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.895330+00:00
runtime_vs_events_ru.pdf,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T10:05:58.895332+00:00
sensitivity_heatmap_K-4_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T10:05:59.333205+00:00
sensitivity_heatmap_K-4_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T10:05:59.333225+00:00
sensitivity_heatmap_K-4_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T10:05:59.333228+00:00
sensitivity_heatmap_K-8_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T10:05:59.782729+00:00
sensitivity_heatmap_K-8_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T10:05:59.782746+00:00
sensitivity_heatmap_K-8_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T10:05:59.782749+00:00
sensitivity_heatmap_K-16_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T10:06:00.226947+00:00
sensitivity_heatmap_K-16_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T10:06:00.226964+00:00
sensitivity_heatmap_K-16_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T10:06:00.226966+00:00
sensitivity_heatmap_K-32_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=32,plot_run,ru,2026-07-28T10:06:00.775772+00:00
sensitivity_heatmap_K-32_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=32,plot_run,ru,2026-07-28T10:06:00.775788+00:00
sensitivity_heatmap_K-32_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=32,plot_run,ru,2026-07-28T10:06:00.775790+00:00
