filename,figure_id,source_dataset,filtering_conditions,plotting_function,language,creation_timestamp
loss_rho-0.8_K-1_ru.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,ru,2026-07-27T13:24:53.781090+00:00
loss_rho-0.8_K-1_ru.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,ru,2026-07-27T13:24:53.781117+00:00
loss_rho-0.8_K-1_ru.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,ru,2026-07-27T13:24:53.781120+00:00
loss_rho-0.8_K-4_ru.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,ru,2026-07-27T13:24:54.151173+00:00
loss_rho-0.8_K-4_ru.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,ru,2026-07-27T13:24:54.151193+00:00
loss_rho-0.8_K-4_ru.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,ru,2026-07-27T13:24:54.151196+00:00
loss_rho-1.1_K-1_ru.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,ru,2026-07-27T13:24:54.528233+00:00
loss_rho-1.1_K-1_ru.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,ru,2026-07-27T13:24:54.528249+00:00
loss_rho-1.1_K-1_ru.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,ru,2026-07-27T13:24:54.528251+00:00
loss_rho-1.1_K-4_ru.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,ru,2026-07-27T13:24:55.070640+00:00
loss_rho-1.1_K-4_ru.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,ru,2026-07-27T13:24:55.070655+00:00
loss_rho-1.1_K-4_ru.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,ru,2026-07-27T13:24:55.070658+00:00
policy_gap_ru.png,policy_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:55.376924+00:00
policy_gap_ru.svg,policy_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:55.376941+00:00
policy_gap_ru.pdf,policy_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:55.376943+00:00
collision_scaling_ru.png,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:55.848276+00:00
collision_scaling_ru.svg,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:55.848293+00:00
collision_scaling_ru.pdf,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:55.848296+00:00
signed_loss_error_ru.png,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.260681+00:00
signed_loss_error_ru.svg,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.260703+00:00
signed_loss_error_ru.pdf,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.260704+00:00
critical_collision_rate_ru.png,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.821940+00:00
critical_collision_rate_ru.svg,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.821961+00:00
critical_collision_rate_ru.pdf,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-27T13:24:56.821964+00:00
total_collision_vs_gap_ru.png,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.062211+00:00
total_collision_vs_gap_ru.svg,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.062233+00:00
total_collision_vs_gap_ru.pdf,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.062235+00:00
critical_difference_vs_gap_ru.png,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.299694+00:00
critical_difference_vs_gap_ru.svg,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.299712+00:00
critical_difference_vs_gap_ru.pdf,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-27T13:24:57.299715+00:00
