model,n,r_squared,adjusted_r_squared,rmse,coefficient_const,standard_error_const,coefficient_total_collision_rate,standard_error_total_collision_rate,coefficient_mixed_collision_rate,standard_error_mixed_collision_rate,coefficient_critical_acceptance_difference_rate,standard_error_critical_acceptance_difference_rate,coefficient_rho,standard_error_rho,coefficient_inverse_capacity,standard_error_inverse_capacity,coefficient_delta,standard_error_delta
A_total_collision,120,0.4591219868567775,0.4545382748809875,0.0012156257508169,5.359846416185394e-05,0.0001787946538585,0.0127942816502087,0.0012783816305489,,,,,,,,,,
B_mixed_collision,120,0.4640139884288942,0.4594717340935458,0.0012101158662091,4.3720109588990736e-05,0.0001781743829625,,,0.0279766727923333,0.0027680010524719,,,,,,,,
C_critical_difference,120,0.6954603028549431,0.6928794579638833,0.0009121624354118,6.336838454439265e-05,0.0001190710183586,,,,,0.1987384881542728,0.0121067273271983,,,,,,
D_adjusted,120,0.7571118038485847,0.7486635187650572,0.0008146169309791,0.0014708255044428,0.0009570767463391,,,,,0.1902427597235344,0.0286416068892291,-0.0023659389734375,0.0008114537423278,0.0044693677916781,0.0016097368149109,0.001833659134336,0.0038898640939866
