rho,capacity,n_deltas,intercept,scaling_exponent,standard_error,ci95_low,ci95_high,r_squared
0.8,4,3,0.27204492039261563,0.9779900444228287,0.005921562318162651,0.9663837822792298,0.9895963065664275,0.999963340391794
0.8,8,3,0.29205698523354684,0.9771757216177062,0.0071954804035357514,0.9630725800267761,0.9912788632086362,0.9999457810996005
0.8,16,3,0.3040780335998594,0.9781596076841854,0.009142016634788018,0.9602412550800009,0.9960779602883699,0.9999126572965332
1.0,4,3,0.4180524802727055,0.9819738582990459,0.012396003990124794,0.9576776904784013,1.0062700261196906,0.9998406711722311
1.0,8,3,0.4313690648224009,0.9795115921227064,0.00902399122098644,0.961824569329573,0.9971986149158398,0.9999151325195315
1.0,16,3,0.4391255795030302,0.9764835838144388,0.010829408758961562,0.9552579426468741,0.9977092249820034,0.9998770223504163
1.1,4,3,0.46499381971254206,0.9797727688617831,0.008391509059062866,0.9633254111060199,0.9962201266175463,0.9999266504338483
1.1,8,3,0.49062511590117186,0.9786643931338821,0.012769791824554963,0.9536356011577544,1.0036931851100097,0.9998297739095239
1.1,16,3,0.4969533075068373,0.9766489206592975,0.010722152977413349,0.9556335008235674,0.9976643404950277,0.9998794867751244
