principal_run,focused_architecture_run,previous_analysis,primary_architecture,focused_selection_rule
full-v2-20260730T174749930694Z,insertion-architecture-v2-20260730T092338223105Z,v2-20260731T155643071963Z-2e8b6e3ea6,preload_all,"latest verified completed schema-v2 insertion-architecture run with AF, DF, insertion_order and both architectures"
