filename,figure_id,source_dataset,filtering_conditions,plotting_function,language,creation_timestamp
signed_loss_error_ru.svg,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:35.865470+00:00
signed_loss_error_ru.pdf,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:35.865472+00:00
critical_collision_rate_ru.png,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.219079+00:00
critical_collision_rate_ru.svg,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.219097+00:00
critical_collision_rate_ru.pdf,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.219100+00:00
total_collision_vs_gap_ru.png,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.465125+00:00
total_collision_vs_gap_ru.svg,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.465142+00:00
total_collision_vs_gap_ru.pdf,total_collision_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.465144+00:00
critical_difference_vs_gap_ru.png,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.709541+00:00
critical_difference_vs_gap_ru.svg,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.709565+00:00
critical_difference_vs_gap_ru.pdf,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,ru,2026-07-28T11:08:36.709567+00:00
runtime_vs_events_ru.png,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.992971+00:00
runtime_vs_events_ru.svg,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.992996+00:00
runtime_vs_events_ru.pdf,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,ru,2026-07-28T11:08:36.992998+00:00
sensitivity_heatmap_K-4_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T11:08:37.591915+00:00
sensitivity_heatmap_K-4_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T11:08:37.591934+00:00
sensitivity_heatmap_K-4_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,ru,2026-07-28T11:08:37.591936+00:00
sensitivity_heatmap_K-8_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T11:08:37.993191+00:00
sensitivity_heatmap_K-8_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T11:08:37.993211+00:00
sensitivity_heatmap_K-8_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=8,plot_run,ru,2026-07-28T11:08:37.993213+00:00
sensitivity_heatmap_K-16_ru.png,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T11:08:38.452632+00:00
sensitivity_heatmap_K-16_ru.svg,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T11:08:38.452652+00:00
sensitivity_heatmap_K-16_ru.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=16,plot_run,ru,2026-07-28T11:08:38.452654+00:00
