quantizer,rho,capacity,delta,policy,arrival_quantization_error_signed_mean,arrival_quantization_error_absolute_mean,arrival_quantization_error_median,arrival_quantization_error_p05,arrival_quantization_error_p95,arrival_quantization_error_minimum,arrival_quantization_error_maximum,arrival_quantization_error_zero_fraction,arrival_quantization_error_shortened_fraction,arrival_quantization_error_lengthened_fraction,arrival_quantization_error_accumulated_signed_error,service_quantization_error_signed_mean,service_quantization_error_absolute_mean,service_quantization_error_median,service_quantization_error_p05,service_quantization_error_p95,service_quantization_error_minimum,service_quantization_error_maximum,service_quantization_error_zero_fraction,service_quantization_error_shortened_fraction,service_quantization_error_lengthened_fraction,service_quantization_error_accumulated_signed_error
ceiling,1.25,1,0.0003,insertion_order,0.00014991939308662647,0.00014991939308662647,0.00014987634100786332,1.4975527349179176e-05,0.0002849361599752834,5.922962979335959e-09,0.0002999921525164003,0.0,0.0,1.0,7.495969654331323,0.00015017157602233668,0.00015017157602233668,0.00015018520432670576,1.5069913201538012e-05,0.00028508953457208563,1.323123758834611e-08,0.00029998695489823874,0.0,0.0,1.0,3.336962197273058
ceiling,1.25,1,0.001,arrival_first,0.0005002699956876762,0.0005002699956876762,0.000499990947370558,4.993565058005819e-05,0.0009502392673463569,2.281813067384064e-08,0.000999981132523923,0.0,0.0,1.0,25.013499784383807,0.0005001135645631659,0.0005001135645631659,0.00050036877210898,5.0443044168376684e-05,0.0009501098855437059,4.11280477114843e-08,0.0009999355652112946,0.0,0.0,1.0,11.108312615275645
ceiling,1.25,1,0.001,departure_first,0.0005002699956876762,0.0005002699956876762,0.000499990947370558,4.993565058005819e-05,0.0009502392673463569,2.281813067384064e-08,0.000999981132523923,0.0,0.0,1.0,25.013499784383807,0.0005001292258829526,0.0005001292258829526,0.0005004103554242266,5.03995616186241e-05,0.000950112473321688,4.11280477114843e-08,0.0009999355652112946,0.0,0.0,1.0,11.11491213217813
ceiling,1.25,1,0.001,insertion_order,0.0005002699956876762,0.0005002699956876762,0.000499990947370558,4.993565058005819e-05,0.0009502392673463569,2.281813067384064e-08,0.000999981132523923,0.0,0.0,1.0,25.013499784383807,0.0005001135645631659,0.0005001135645631659,0.00050036877210898,5.0443044168376684e-05,0.0009501098855437059,4.11280477114843e-08,0.0009999355652112946,0.0,0.0,1.0,11.108312615275645
ceiling,1.25,1,0.003,arrival_first,0.001500809995687937,0.001500809995687937,0.0015011506897508297,0.00015072514420504986,0.002850129000033424,8.73804310685955e-08,0.002999903244441763,0.0,0.0,1.0,75.04049978439684,0.0015000871777228267,0.0015000871777228267,0.001500138561665218,0.00014936931068788912,0.0028503658614897624,1.7634149713415443e-07,0.002999838529507537,0.0,0.0,1.0,33.283920516324386
ceiling,1.25,1,0.003,departure_first,0.001500809995687937,0.001500809995687937,0.0015011506897508297,0.00015072514420504986,0.002850129000033424,8.73804310685955e-08,0.002999903244441763,0.0,0.0,1.0,75.04049978439684,0.0015000107853938129,0.0015000107853938129,0.0015001448106042605,0.0001492850957768087,0.0028502712411520225,1.7634149713415443e-07,0.002999838529507537,0.0,0.0,1.0,33.336991414180794
ceiling,1.25,1,0.003,insertion_order,0.001500809995687937,0.001500809995687937,0.0015011506897508297,0.00015072514420504986,0.002850129000033424,8.73804310685955e-08,0.002999903244441763,0.0,0.0,1.0,75.04049978439684,0.0015000871777228267,0.0015000871777228267,0.001500138561665218,0.00014936931068788912,0.0028503658614897624,1.7634149713415443e-07,0.002999838529507537,0.0,0.0,1.0,33.283920516324386
ceiling,1.25,1,0.01,arrival_first,0.005003093329024621,0.005003093329024621,0.0050045591715237,0.0005007580382516609,0.009501649543520518,2.4475896983252216e-07,0.009999800535691368,0.0,0.0,1.0,250.15466645123104,0.005009556693750523,0.005009556693750523,0.005015205385223738,0.0005033831116675412,0.009500613523445656,4.466277718213433e-07,0.009999577798678322,0.0,0.0,1.0,110.7197219547141
ceiling,1.25,1,0.01,departure_first,0.005003093329024621,0.005003093329024621,0.0050045591715237,0.0005007580382516609,0.009501649543520518,2.4475896983252216e-07,0.009999800535691368,0.0,0.0,1.0,250.15466645123104,0.005009112119490392,0.005009112119490392,0.0050147810493860745,0.0005032036673171352,0.009500044466093501,4.466277718213433e-07,0.00999957862914534,0.0,0.0,1.0,111.32850202682845
ceiling,1.25,1,0.01,insertion_order,0.005003093329024621,0.005003093329024621,0.0050045591715237,0.0005007580382516609,0.009501649543520518,2.4475896983252216e-07,0.009999800535691368,0.0,0.0,1.0,250.15466645123104,0.005009556693750523,0.005009556693750523,0.005015205385223738,0.0005033831116675412,0.009500613523445656,4.466277718213433e-07,0.009999577798678322,0.0,0.0,1.0,110.7197219547141
ceiling,1.25,1,0.03,arrival_first,0.014994359994306523,0.014994359994306523,0.014987504441705823,0.001501976750813204,0.028502479234008806,5.536997226348224e-07,0.029999379909198372,0.0,0.0,1.0,749.7179997153263,0.01507042375112679,0.01507042375112679,0.015102064861225757,0.0015321991142967768,0.028510490323482737,1.8246377484200845e-06,0.029998466045205587,0.0,0.0,1.0,329.4598061447557
ceiling,1.25,1,0.03,departure_first,0.014994359994306523,0.014994359994306523,0.014987504441705823,0.001501976750813204,0.028502479234008806,5.536997226348224e-07,0.029999379909198372,0.0,0.0,1.0,749.7179997153263,0.015064236939344878,0.015064236939344878,0.015093063254405813,0.0015283163422128837,0.028510296266483808,1.6738437408646278e-06,0.029998421696530348,0.0,0.0,1.0,334.77796032350096
ceiling,1.25,1,0.03,insertion_order,0.014994359994306523,0.014994359994306523,0.014987504441705823,0.001501976750813204,0.028502479234008806,5.536997226348224e-07,0.029999379909198372,0.0,0.0,1.0,749.7179997153263,0.01507042375112679,0.01507042375112679,0.015102064861225757,0.0015321991142967768,0.028510490323482737,1.8246377484200845e-06,0.029998466045205587,0.0,0.0,1.0,329.4598061447557
ceiling,1.25,1,0.1,arrival_first,0.05001257332980529,0.05001257332980529,0.050008367931044025,0.005015991365612536,0.09501796899267977,2.5990498822163016e-06,0.0999982264672326,0.0,0.0,1.0,2500.628666490265,0.05079364752220871,0.05079364752220871,0.05117937538503733,0.005272567598930242,0.09521195998705236,4.750878432441264e-06,0.09999374472282499,0.0,0.0,1.0,1069.292093863453
ceiling,1.25,1,0.1,departure_first,0.05001257332980529,0.05001257332980529,0.050008367931044025,0.005015991365612536,0.09501796899267977,2.5990498822163016e-06,0.0999982264672326,0.0,0.0,1.0,2500.628666490265,0.050816512595205414,0.050816512595205414,0.05121994735636559,0.0052712128427281155,0.09520433066558942,4.291319664314249e-06,0.09999399882768338,0.0,0.0,1.0,1128.4632745820754
ceiling,1.25,1,0.1,insertion_order,0.05001257332980529,0.05001257332980529,0.050008367931044025,0.005015991365612536,0.09501796899267977,2.5990498822163016e-06,0.0999982264672326,0.0,0.0,1.0,2500.628666490265,0.05079364752220871,0.05079364752220871,0.05117937538503733,0.005272567598930242,0.09521195998705236,4.750878432441264e-06,0.09999374472282499,0.0,0.0,1.0,1069.292093863453
ceiling,1.25,4,1e-05,arrival_first,4.997452820765526e-06,4.997452820765526e-06,4.997304995413288e-06,4.971749823804809e-07,9.49888000983871e-06,1.8426362657919526e-10,9.999760186474304e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.2498726410382763,4.9995534148726575e-06,4.9995534148726575e-06,4.997183871492151e-06,4.992188002301302e-07,9.49948425466981e-06,2.950468784510459e-10,9.999681175734225e-06,0.0,0.0,1.0,0.17559228597241666
ceiling,1.25,4,1e-05,departure_first,4.997452820765526e-06,4.997452820765526e-06,4.997304995413288e-06,4.971749823804809e-07,9.49888000983871e-06,1.8426362657919526e-10,9.999760186474304e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.2498726410382763,4.999570833264728e-06,4.999570833264728e-06,4.997213393369687e-06,4.992211454649236e-07,9.499481293834292e-06,2.950468784510459e-10,9.999681175734225e-06,0.0,0.0,1.0,0.1755930642153786
ceiling,1.25,4,1e-05,insertion_order,4.997452820765526e-06,4.997452820765526e-06,4.997304995413288e-06,4.971749823804809e-07,9.49888000983871e-06,1.8426362657919526e-10,9.999760186474304e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.2498726410382763,4.9995534148726575e-06,4.9995534148726575e-06,4.997183871492151e-06,4.992188002301302e-07,9.49948425466981e-06,2.950468784510459e-10,9.999681175734225e-06,0.0,0.0,1.0,0.17559228597241666
ceiling,1.25,4,3e-05,arrival_first,1.5003804796718515e-05,1.5003804796718515e-05,1.5000562325440114e-05,1.495814362139451e-06,2.8503179808012644e-05,5.80803316552192e-10,2.9999365051480708e-05,0.0,0.0,1.0,0.7501902398359258,1.4986630193614473e-05,1.4986630193614473e-05,1.4967970041344577e-05,1.505544156947496e-06,2.8491574363110152e-05,7.290099245336561e-10,2.9999310362347552e-05,0.0,0.0,1.0,0.5263504290047547
ceiling,1.25,4,3e-05,departure_first,1.5003804796718515e-05,1.5003804796718515e-05,1.5000562325440114e-05,1.495814362139451e-06,2.8503179808012644e-05,5.80803316552192e-10,2.9999365051480708e-05,0.0,0.0,1.0,0.7501902398359258,1.4986702720119763e-05,1.4986702720119763e-05,1.496815505875752e-05,1.505570210101835e-06,2.8491531788620415e-05,7.290099245336561e-10,2.9999310362347552e-05,0.0,0.0,1.0,0.5263489746371205
ceiling,1.25,4,3e-05,insertion_order,1.5003804796718515e-05,1.5003804796718515e-05,1.5000562325440114e-05,1.495814362139451e-06,2.8503179808012644e-05,5.80803316552192e-10,2.9999365051480708e-05,0.0,0.0,1.0,0.7501902398359258,1.4986630193614473e-05,1.4986630193614473e-05,1.4967970041344577e-05,1.505544156947496e-06,2.8491574363110152e-05,7.290099245336561e-10,2.9999310362347552e-05,0.0,0.0,1.0,0.5263504290047547
ceiling,1.25,4,0.0001,arrival_first,4.997053867350072e-05,4.997053867350072e-05,4.995483588269659e-05,4.990323614038062e-06,9.50137559433036e-05,1.8053469830192626e-09,9.999816987450079e-05,0.0,0.0,1.0,2.498526933675036,5.000031470641055e-05,5.000031470641055e-05,4.999104305197302e-05,5.002385358607384e-06,9.49811606800257e-05,2.914496848461373e-09,9.999743206712588e-05,0.0,0.0,1.0,1.756083572627672
ceiling,1.25,4,0.0001,departure_first,4.997053867350072e-05,4.997053867350072e-05,4.995483588269659e-05,4.990323614038062e-06,9.50137559433036e-05,1.8053469830192626e-09,9.999816987450079e-05,0.0,0.0,1.0,2.498526933675036,5.000029013454298e-05,5.000029013454298e-05,4.999045174553981e-05,5.002125464940085e-06,9.498193484906863e-05,2.914496848461373e-09,9.999743206712588e-05,0.0,0.0,1.0,1.7560692744658524
ceiling,1.25,4,0.0001,insertion_order,4.997053867350072e-05,4.997053867350072e-05,4.995483588269659e-05,4.990323614038062e-06,9.50137559433036e-05,1.8053469830192626e-09,9.999816987450079e-05,0.0,0.0,1.0,2.498526933675036,5.000031470641055e-05,5.000031470641055e-05,4.999104305197302e-05,5.002385358607384e-06,9.49811606800257e-05,2.914496848461373e-09,9.999743206712588e-05,0.0,0.0,1.0,1.756083572627672
ceiling,1.25,4,0.0003,arrival_first,0.00014999360208534776,0.00014999360208534776,0.00014997605430835392,1.5049139982086977e-05,0.0002849767472707753,4.571271953561033e-09,0.0002999943591324457,0.0,0.0,1.0,7.499680104267387,0.0001500682541487812,0.0001500682541487812,0.0001500916044636967,1.4985635139087365e-05,0.0002850224251968933,8.475871290936077e-09,0.0002999858844289461,0.0,0.0,1.0,5.270222399982738
ceiling,1.25,4,0.0003,departure_first,0.00014999360208534776,0.00014999360208534776,0.00014997605430835392,1.5049139982086977e-05,0.0002849767472707753,4.571271953561033e-09,0.0002999943591324457,0.0,0.0,1.0,7.499680104267387,0.00015007028657842435,0.00015007028657842435,0.00015009291470091551,1.498463712381229e-05,0.00028502266823918817,8.475871290936077e-09,0.0002999858844289461,0.0,0.0,1.0,5.270388451094468
ceiling,1.25,4,0.0003,insertion_order,0.00014999360208534776,0.00014999360208534776,0.00014997605430835392,1.5049139982086977e-05,0.0002849767472707753,4.571271953561033e-09,0.0002999943591324457,0.0,0.0,1.0,7.499680104267387,0.0001500682541487812,0.0001500682541487812,0.0001500916044636967,1.4985635139087365e-05,0.0002850224251968933,8.475871290936077e-09,0.0002999858844289461,0.0,0.0,1.0,5.270222399982738
ceiling,1.25,4,0.001,arrival_first,0.0005001952046871065,0.0005001952046871065,0.0005000127697409577,5.016397508370574e-05,0.0009502947161460421,2.3549061249165486e-08,0.0009999783447407632,0.0,0.0,1.0,25.009760234355326,0.0005001599142923224,0.0005001599142923224,0.0005004252157074201,5.006680373095679e-05,0.0009498335802992318,1.9593180292445944e-08,0.0009999668314052692,0.0,0.0,1.0,17.562235507970644
ceiling,1.25,4,0.001,departure_first,0.0005001952046871065,0.0005001952046871065,0.0005000127697409577,5.016397508370574e-05,0.0009502947161460421,2.3549061249165486e-08,0.0009999783447407632,0.0,0.0,1.0,25.009760234355326,0.0005001741835273964,0.0005001741835273964,0.0005004168428679252,5.006440669611018e-05,0.0009498455800892581,2.174874963953762e-08,0.0009999668314052692,0.0,0.0,1.0,17.56310587197378
ceiling,1.25,4,0.001,insertion_order,0.0005001952046871065,0.0005001952046871065,0.0005000127697409577,5.016397508370574e-05,0.0009502947161460421,2.3549061249165486e-08,0.0009999783447407632,0.0,0.0,1.0,25.009760234355326,0.0005001599142923224,0.0005001599142923224,0.0005004252157074201,5.006680373095679e-05,0.0009498335802992318,1.9593180292445944e-08,0.0009999668314052692,0.0,0.0,1.0,17.562235507970644
ceiling,1.25,4,0.003,arrival_first,0.0015011372046879706,0.0015011372046879706,0.0015019041987216041,0.00015005590203979107,0.002850597858794875,5.933206921326928e-08,0.0029999400992286,0.0,0.0,1.0,75.05686023439853,0.0015000761808081071,0.0015000761808081071,0.001500166544830419,0.00015024344193291425,0.002849983924896813,8.329216302632262e-08,0.0029999302978521154,0.0,0.0,1.0,52.64486054495232
ceiling,1.25,4,0.003,departure_first,0.0015011372046879706,0.0015011372046879706,0.0015019041987216041,0.00015005590203979107,0.002850597858794875,5.933206921326928e-08,0.0029999400992286,0.0,0.0,1.0,75.05686023439853,0.0015001606374849701,0.0015001606374849701,0.0015002256667259587,0.00015037859048784263,0.0028499790833189102,7.501777912974813e-08,0.0029999387225436943,0.0,0.0,1.0,52.65668827651757
ceiling,1.25,4,0.003,insertion_order,0.0015011372046879706,0.0015011372046879706,0.0015019041987216041,0.00015005590203979107,0.002850597858794875,5.933206921326928e-08,0.0029999400992286,0.0,0.0,1.0,75.05686023439853,0.0015000761808081071,0.0015000761808081071,0.001500166544830419,0.00015024344193291425,0.002849983924896813,8.329216302632262e-08,0.0029999302978521154,0.0,0.0,1.0,52.64486054495232
ceiling,1.25,4,0.01,arrival_first,0.004998655204692611,0.004998655204692611,0.00499801295331963,0.0005008301292756793,0.00949955820935808,1.8315164804031762e-07,0.009999755197319852,0.0,0.0,1.0,249.93276023463056,0.005010549207062026,0.005010549207062026,0.005020675834950692,0.0005033035741370401,0.009500224060975398,3.023337608280598e-07,0.009999772691221136,0.0,0.0,1.0,175.5035484478115
ceiling,1.25,4,0.01,departure_first,0.004998655204692611,0.004998655204692611,0.00499801295331963,0.0005008301292756793,0.00949955820935808,1.8315164804031762e-07,0.009999755197319852,0.0,0.0,1.0,249.93276023463056,0.005010531405804859,0.005010531405804859,0.005020932069904117,0.0005031744655602269,0.009500385046923765,3.0233379114454985e-07,0.009999785769605335,0.0,0.0,1.0,175.57522528524305
ceiling,1.25,4,0.01,insertion_order,0.004998655204692611,0.004998655204692611,0.00499801295331963,0.0005008301292756793,0.00949955820935808,1.8315164804031762e-07,0.009999755197319852,0.0,0.0,1.0,249.93276023463056,0.005010549207062026,0.005010549207062026,0.005020675834950692,0.0005033035741370401,0.009500224060975398,3.023337608280598e-07,0.009999772691221136,0.0,0.0,1.0,175.5035484478115
ceiling,1.25,4,0.03,arrival_first,0.01499875520330307,0.01499875520330307,0.015005691463920811,0.001494045351047741,0.028495552901461753,6.962143440129391e-07,0.02999920450644519,0.0,0.0,1.0,749.9377601651535,0.01508028552943937,0.01508028552943937,0.015126299895496563,0.0015302978304279442,0.02851940083466572,8.341035039925495e-07,0.029999290518081485,0.0,0.0,1.0,525.1683061906466
ceiling,1.25,4,0.03,departure_first,0.01499875520330307,0.01499875520330307,0.015005691463920811,0.001494045351047741,0.028495552901461753,6.962143440129391e-07,0.02999920450644519,0.0,0.0,1.0,749.9377601651535,0.01508148689976132,0.01508148689976132,0.01513016684149474,0.0015266648444131334,0.02852043152308338,8.181780660533368e-07,0.029999452542479113,0.0,0.0,1.0,526.0168639232389
ceiling,1.25,4,0.03,insertion_order,0.01499875520330307,0.01499875520330307,0.015005691463920811,0.001494045351047741,0.028495552901461753,6.962143440129391e-07,0.02999920450644519,0.0,0.0,1.0,749.9377601651535,0.01508028552943937,0.01508028552943937,0.015126299895496563,0.0015302978304279442,0.02851940083466572,8.341035039925495e-07,0.029999290518081485,0.0,0.0,1.0,525.1683061906466
ceiling,1.25,4,0.1,arrival_first,0.050022335205470496,0.050022335205470496,0.050051320086004124,0.005010875639230411,0.09499753373688234,2.316599390420985e-06,0.09999761757450566,0.0,0.0,1.0,2501.1167602735245,0.05088272871629495,0.05088272871629495,0.05130557399600123,0.00527004008660965,0.09526531907267823,3.088585362842622e-06,0.09999768200358437,0.0,0.0,1.0,1737.6126793369745
ceiling,1.25,4,0.1,departure_first,0.050022335205470496,0.050022335205470496,0.050051320086004124,0.005010875639230411,0.09499753373688234,2.316599390420985e-06,0.09999761757450566,0.0,0.0,1.0,2501.1167602735245,0.050874949536006416,0.050874949536006416,0.05129273641661524,0.005270962918157823,0.0952612834191138,3.000659264691674e-06,0.09999762173295662,0.0,0.0,1.0,1745.299832375482
ceiling,1.25,4,0.1,insertion_order,0.050022335205470496,0.050022335205470496,0.050051320086004124,0.005010875639230411,0.09499753373688234,2.316599390420985e-06,0.09999761757450566,0.0,0.0,1.0,2501.1167602735245,0.05088272871629495,0.05088272871629495,0.05130557399600123,0.00527004008660965,0.09526531907267823,3.088585362842622e-06,0.09999768200358437,0.0,0.0,1.0,1737.6126793369745
ceiling,1.25,8,1e-05,arrival_first,5.001935308236776e-06,5.001935308236776e-06,5.002896781055218e-06,5.004131268530424e-07,9.501625600023544e-06,1.8571881810203194e-10,9.999808965706809e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.25009676541183884,5.001642887388756e-06,5.001642887393343e-06,5.002490169947919e-06,4.986394247387162e-07,9.499787176698387e-06,2.060660962178995e-10,9.999830672018384e-06,0.0,8.665886736860349e-07,0.9999991334113264,0.19206915376240316
ceiling,1.25,8,1e-05,departure_first,5.001935308236776e-06,5.001935308236776e-06,5.002896781055218e-06,5.004131268530424e-07,9.501625600023544e-06,1.8571881810203194e-10,9.999808965706809e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.25009676541183884,5.001640572884886e-06,5.001640572889474e-06,5.002477467468111e-06,4.986438687899543e-07,9.499769615171016e-06,2.060660962178995e-10,9.999830672018384e-06,0.0,8.665886736860349e-07,0.9999991334113264,0.1920685640926346
ceiling,1.25,8,1e-05,insertion_order,5.001935308236776e-06,5.001935308236776e-06,5.002896781055218e-06,5.004131268530424e-07,9.501625600023544e-06,1.8571881810203194e-10,9.999808965706809e-06,6.666666666666667e-07,0.0,0.9999993333333334,0.25009676541183884,5.001642887388756e-06,5.001642887393343e-06,5.002490169947919e-06,4.986394247387162e-07,9.499787176698387e-06,2.060660962178995e-10,9.999830672018384e-06,0.0,8.665886736860349e-07,0.9999991334113264,0.19206915376240316
ceiling,1.25,8,3e-05,arrival_first,1.5001873951990394e-05,1.5001873951990394e-05,1.4993807083859185e-05,1.50054548157641e-06,2.8503393036771736e-05,5.093170329928398e-10,2.9999500808723192e-05,0.0,0.0,1.0,0.7500936975995197,1.5006985548882279e-05,1.5006985548882279e-05,1.5016870500436811e-05,1.505491568153976e-06,2.849908778183214e-05,7.471756606943399e-10,2.9999106910438024e-05,8.734692451478784e-07,0.0,0.9999991265307548,0.5762991922316636
ceiling,1.25,8,3e-05,departure_first,1.5001873951990394e-05,1.5001873951990394e-05,1.4993807083859185e-05,1.50054548157641e-06,2.8503393036771736e-05,5.093170329928398e-10,2.9999500808723192e-05,0.0,0.0,1.0,0.7500936975995197,1.5006955303435585e-05,1.5006955303435585e-05,1.5016684158856451e-05,1.5055783577939068e-06,2.8499075775178608e-05,7.471756606943399e-10,2.9999106910438024e-05,8.734692451478784e-07,0.0,0.9999991265307548,0.5762999956269516
ceiling,1.25,8,3e-05,insertion_order,1.5001873951990394e-05,1.5001873951990394e-05,1.4993807083859185e-05,1.50054548157641e-06,2.8503393036771736e-05,5.093170329928398e-10,2.9999500808723192e-05,0.0,0.0,1.0,0.7500936975995197,1.5006985548882279e-05,1.5006985548882279e-05,1.5016870500436811e-05,1.505491568153976e-06,2.849908778183214e-05,7.471756606943399e-10,2.9999106910438024e-05,8.734692451478784e-07,0.0,0.9999991265307548,0.5762991922316636
ceiling,1.25,8,0.0001,arrival_first,4.9998467829320664e-05,4.9998467829320664e-05,5.004166755497863e-05,4.967817828855914e-06,9.50006100235138e-05,1.7366801330354065e-09,9.999832245739526e-05,6.666666666666667e-07,0.0,0.9999993333333334,2.4999233914660333,5.003253582012667e-05,5.003253582012667e-05,5.001991009200642e-05,4.992866765091871e-06,9.501838301736765e-05,2.2928422889767947e-09,9.999694701513222e-05,0.0,0.0,1.0,1.9211646034727825
ceiling,1.25,8,0.0001,departure_first,4.9998467829320664e-05,4.9998467829320664e-05,5.004166755497863e-05,4.967817828855914e-06,9.50006100235138e-05,1.7366801330354065e-09,9.999832245739526e-05,6.666666666666667e-07,0.0,0.9999993333333334,2.4999233914660333,5.0032326262001016e-05,5.0032326262001016e-05,5.001991251080233e-05,4.993411550030907e-06,9.501855236646789e-05,2.2928422889767947e-09,9.999694701513222e-05,0.0,0.0,1.0,1.9211782876763306
ceiling,1.25,8,0.0001,insertion_order,4.9998467829320664e-05,4.9998467829320664e-05,5.004166755497863e-05,4.967817828855914e-06,9.50006100235138e-05,1.7366801330354065e-09,9.999832245739526e-05,6.666666666666667e-07,0.0,0.9999993333333334,2.4999233914660333,5.003253582012667e-05,5.003253582012667e-05,5.001991009200642e-05,4.992866765091871e-06,9.501838301736765e-05,2.2928422889767947e-09,9.999694701513222e-05,0.0,0.0,1.0,1.9211646034727825
ceiling,1.25,8,0.0003,arrival_first,0.0001500259312474694,0.0001500259312474694,0.00015006572099688734,1.501773989123952e-05,0.0002849398080343235,6.17119439993985e-09,0.0002999951699166559,6.666666666666667e-07,0.0,0.9999993333333334,7.5012965623734695,0.00015023938659338183,0.00015023938659338183,0.00015035282917922558,1.5116041095364258e-05,0.0002850508473459832,8.430067273065833e-09,0.0002999938036663046,0.0,0.0,1.0,5.769076371548597
ceiling,1.25,8,0.0003,departure_first,0.0001500259312474694,0.0001500259312474694,0.00015006572099688734,1.501773989123952e-05,0.0002849398080343235,6.17119439993985e-09,0.0002999951699166559,6.666666666666667e-07,0.0,0.9999993333333334,7.5012965623734695,0.00015024471537893839,0.00015024471537893839,0.0001503575247234757,1.5123717143332925e-05,0.00028505509513033854,8.430067273065833e-09,0.0002999938036663046,0.0,0.0,1.0,5.769381567921064
ceiling,1.25,8,0.0003,insertion_order,0.0001500259312474694,0.0001500259312474694,0.00015006572099688734,1.501773989123952e-05,0.0002849398080343235,6.17119439993985e-09,0.0002999951699166559,6.666666666666667e-07,0.0,0.9999993333333334,7.5012965623734695,0.00015023938659338183,0.00015023938659338183,0.00015035282917922558,1.5116041095364258e-05,0.0002850508473459832,8.430067273065833e-09,0.0002999938036663046,0.0,0.0,1.0,5.769076371548597
ceiling,1.25,8,0.001,arrival_first,0.0004998086671777424,0.0004998086671777424,0.0004996854858745792,4.993281041606679e-05,0.0009498141077407732,1.624324189227385e-08,0.000999978167798569,0.0,0.0,1.0,24.990433358887124,0.0004997386617487529,0.0004997386617487529,0.0004995695956653598,5.032229689019397e-05,0.0009493105693358762,2.743392462769533e-08,0.0009999773391542281,0.0,0.0,1.0,19.18462408998289
ceiling,1.25,8,0.001,departure_first,0.0004998086671777424,0.0004998086671777424,0.0004996854858745792,4.993281041606679e-05,0.0009498141077407732,1.624324189227385e-08,0.000999978167798569,0.0,0.0,1.0,24.990433358887124,0.0004997295356258399,0.0004997295356258399,0.0004995443310894431,5.031428783878072e-05,0.0009493008828159861,2.743392462769533e-08,0.0009999773391542281,0.0,0.0,1.0,19.183885594560067
ceiling,1.25,8,0.001,insertion_order,0.0004998086671777424,0.0004998086671777424,0.0004996854858745792,4.993281041606679e-05,0.0009498141077407732,1.624324189227385e-08,0.000999978167798569,0.0,0.0,1.0,24.990433358887124,0.0004997386617487529,0.0004997386617487529,0.0004995695956653598,5.032229689019397e-05,0.0009493105693358762,2.743392462769533e-08,0.0009999773391542281,0.0,0.0,1.0,19.18462408998289
ceiling,1.25,8,0.003,arrival_first,0.0014993353338455518,0.0014993353338455518,0.0014991629100980692,0.0001498601911680453,0.002849022735105488,4.153168144209e-08,0.002999954611671759,0.0,0.0,1.0,74.96676669227759,0.0014997061986019434,0.0014997061986019434,0.0014996966348776114,0.00014992686383893716,0.0028496755314847194,5.3314335530206534e-08,0.0029999366854822082,0.0,0.0,1.0,57.52932673648006
ceiling,1.25,8,0.003,departure_first,0.0014993353338455518,0.0014993353338455518,0.0014991629100980692,0.0001498601911680453,0.002849022735105488,4.153168144209e-08,0.002999954611671759,0.0,0.0,1.0,74.96676669227759,0.0014995913496395005,0.0014995913496395005,0.0014994985158646138,0.00014990220820346184,0.002849612519760129,5.331457806212701e-08,0.0029999366854822082,0.0,0.0,1.0,57.53001645221337
ceiling,1.25,8,0.003,insertion_order,0.0014993353338455518,0.0014993353338455518,0.0014991629100980692,0.0001498601911680453,0.002849022735105488,4.153168144209e-08,0.002999954611671759,0.0,0.0,1.0,74.96676669227759,0.0014997061986019434,0.0014997061986019434,0.0014996966348776114,0.00014992686383893716,0.0028496755314847194,5.3314335530206534e-08,0.0029999366854822082,0.0,0.0,1.0,57.52932673648006
ceiling,1.25,8,0.01,arrival_first,0.004999662000515183,0.004999662000515183,0.005001385456822997,0.0004966530345457917,0.009501262280880381,2.2901043242503268e-07,0.009999762542065582,0.0,0.0,1.0,249.98310002575911,0.005012032914083185,0.005012032914083185,0.005016991243579225,0.0005014880093191412,0.009504779737671597,2.889175141129741e-07,0.00999974605457179,0.0,0.0,1.0,191.8446283759644
ceiling,1.25,8,0.01,departure_first,0.004999662000515183,0.004999662000515183,0.005001385456822997,0.0004966530345457917,0.009501262280880381,2.2901043242503268e-07,0.009999762542065582,0.0,0.0,1.0,249.98310002575911,0.005012775382857223,0.005012775382857223,0.005017513839917739,0.000501643040324956,0.009504971464627317,2.829702043664432e-07,0.009999771379305519,0.0,0.0,1.0,191.8921870068788
ceiling,1.25,8,0.01,insertion_order,0.004999662000515183,0.004999662000515183,0.005001385456822997,0.0004966530345457917,0.009501262280880381,2.2901043242503268e-07,0.009999762542065582,0.0,0.0,1.0,249.98310002575911,0.005012032914083185,0.005012032914083185,0.005016991243579225,0.0005014880093191412,0.009504779737671597,2.889175141129741e-07,0.00999974605457179,0.0,0.0,1.0,191.8446283759644
ceiling,1.25,8,0.03,arrival_first,0.014998475332463838,0.014998475332463838,0.014992497429178304,0.0015013960361466162,0.028499550037980343,5.947729429559938e-07,0.02999935378969288,0.0,0.0,1.0,749.9237666231919,0.015090167455112964,0.015090167455112964,0.015136950745280058,0.0015287840419016658,0.028524099047831895,9.330107240181537e-07,0.029999170457842308,0.0,0.0,1.0,573.4777575039276
