quantizer,rho,capacity,delta,policy,arrival_quantization_error_signed_mean,arrival_quantization_error_absolute_mean,arrival_quantization_error_median,arrival_quantization_error_p05,arrival_quantization_error_p95,arrival_quantization_error_minimum,arrival_quantization_error_maximum,arrival_quantization_error_zero_fraction,arrival_quantization_error_shortened_fraction,arrival_quantization_error_lengthened_fraction,arrival_quantization_error_accumulated_signed_error,service_quantization_error_signed_mean,service_quantization_error_absolute_mean,service_quantization_error_median,service_quantization_error_p05,service_quantization_error_p95,service_quantization_error_minimum,service_quantization_error_maximum,service_quantization_error_zero_fraction,service_quantization_error_shortened_fraction,service_quantization_error_lengthened_fraction,service_quantization_error_accumulated_signed_error
ceiling,0.5,4,0.001,departure_first,0.0004998840754583568,0.0004998840754583568,0.00049995686361702,4.9982737039802796e-05,0.0009496107812628907,1.6045426794638238e-08,0.0009999780289338862,0.0,0.0,1.0,24.99420377291784,0.0005004033456121681,0.0005004033456121681,0.0005008805116006201,5.00520098809844e-05,0.0009501029529994682,1.9776058270195665e-08,0.0009999807154867728,0.0,0.0,1.0,24.20983937825137
ceiling,0.5,4,0.001,insertion_order,0.0004998840754583568,0.0004998840754583568,0.00049995686361702,4.9982737039802796e-05,0.0009496107812628907,1.6045426794638238e-08,0.0009999780289338862,0.0,0.0,1.0,24.99420377291784,0.0005004052603277181,0.0005004052603277181,0.0005008811070850386,5.005187526802862e-05,0.0009501042655275186,1.9776058270195665e-08,0.0009999807154867728,0.0,0.0,1.0,24.20958127048961
ceiling,0.5,4,0.003,arrival_first,0.0014994267421217337,0.0014994267421217337,0.0014996436245382939,0.00015129800538791948,0.002850144666848185,5.973064010807624e-08,0.0029999536119551824,0.0,0.0,1.0,74.97133710608668,0.0015014244638910433,0.0015014244638910433,0.001502854380427822,0.00015000324742277647,0.0028506447571060257,7.197723663020008e-08,0.002999933027231173,0.0,0.0,1.0,72.63372786654095
ceiling,0.5,4,0.003,departure_first,0.0014994267421217337,0.0014994267421217337,0.0014996436245382939,0.00015129800538791948,0.002850144666848185,5.973064010807624e-08,0.0029999536119551824,0.0,0.0,1.0,74.97133710608668,0.0015014144963189464,0.0015014144963189464,0.0015028472455079595,0.00014999432034468638,0.0028506367352827094,7.197723663020008e-08,0.002999933027231173,0.0,0.0,1.0,72.63724764545398
ceiling,0.5,4,0.003,insertion_order,0.0014994267421217337,0.0014994267421217337,0.0014996436245382939,0.00015129800538791948,0.002850144666848185,5.973064010807624e-08,0.0029999536119551824,0.0,0.0,1.0,74.97133710608668,0.0015014244638910433,0.0015014244638910433,0.001502854380427822,0.00015000324742277647,0.0028506447571060257,7.197723663020008e-08,0.002999933027231173,0.0,0.0,1.0,72.63372786654095
ceiling,0.5,4,0.01,arrival_first,0.004993334075468555,0.004993334075468555,0.004989320402940697,0.0004953173055097674,0.00950063688275198,1.7724238811448839e-07,0.009999748942755104,0.0,0.0,1.0,249.6667037734278,0.005007692554147863,0.005007692554147863,0.005009296102499657,0.0005063443375571732,0.009504492539399622,2.1654244643486604e-07,0.009999840211456628,0.0,0.0,1.0,242.19872092163612
ceiling,0.5,4,0.01,departure_first,0.004993334075468555,0.004993334075468555,0.004989320402940697,0.0004953173055097674,0.00950063688275198,1.7724238811448839e-07,0.009999748942755104,0.0,0.0,1.0,249.6667037734278,0.005007810906700845,0.005007810906700845,0.0050093638776180765,0.0005064494384194735,0.009504586735745588,2.1654244643486604e-07,0.009999840211456628,0.0,0.0,1.0,242.24398976852896
ceiling,0.5,4,0.01,insertion_order,0.004993334075468555,0.004993334075468555,0.004989320402940697,0.0004953173055097674,0.00950063688275198,1.7724238811448839e-07,0.009999748942755104,0.0,0.0,1.0,249.6667037734278,0.005007692554147863,0.005007692554147863,0.005009296102499657,0.0005063443375571732,0.009504492539399622,2.1654244643486604e-07,0.009999840211456628,0.0,0.0,1.0,242.19872092163612
ceiling,0.5,4,0.03,arrival_first,0.014991820738655797,0.014991820738655797,0.014991884112684298,0.0014925615370520973,0.02849422825965424,8.20396356478644e-07,0.02999924127949877,0.0,0.0,1.0,749.5910369327898,0.015075985695682543,0.015075985695682543,0.01511305355829872,0.0015243210021220904,0.028529781421477333,5.602691856001115e-07,0.029999443523599838,0.0,0.0,1.0,728.6351470540124
ceiling,0.5,4,0.03,departure_first,0.014991820738655797,0.014991820738655797,0.014991884112684298,0.0014925615370520973,0.02849422825965424,8.20396356478644e-07,0.02999924127949877,0.0,0.0,1.0,749.5910369327898,0.015076659477798682,0.015076659477798682,0.0151137442430466,0.0015248512266310729,0.028529929196293054,5.602691856001115e-07,0.029999443523599838,0.0,0.0,1.0,729.0516491384187
ceiling,0.5,4,0.03,insertion_order,0.014991820738655797,0.014991820738655797,0.014991884112684298,0.0014925615370520973,0.02849422825965424,8.20396356478644e-07,0.02999924127949877,0.0,0.0,1.0,749.5910369327898,0.015075985695682543,0.015075985695682543,0.01511305355829872,0.0015243210021220904,0.028529781421477333,5.602691856001115e-07,0.029999443523599838,0.0,0.0,1.0,728.6351470540124
ceiling,0.5,4,0.1,arrival_first,0.05003656074420337,0.05003656074420337,0.05007057537277433,0.004998538282155399,0.09500506145527045,1.8709262803895399e-06,0.099998042808996,0.0,0.0,1.0,2501.8280372101685,0.050901810734892965,0.050901810734892965,0.05136771372647443,0.005271360765148278,0.0952649824832036,1.8525360541019054e-06,0.09999828815304182,0.0,0.0,1.0,2453.795691265782
ceiling,0.5,4,0.1,departure_first,0.05003656074420337,0.05003656074420337,0.05007057537277433,0.004998538282155399,0.09500506145527045,1.8709262803895399e-06,0.099998042808996,0.0,0.0,1.0,2501.8280372101685,0.05090478653116253,0.05090478653116253,0.05136980815594115,0.005274608619768061,0.0952666548364874,1.8525360541019054e-06,0.09999828815304182,0.0,0.0,1.0,2458.082023129019
ceiling,0.5,4,0.1,insertion_order,0.05003656074420337,0.05003656074420337,0.05007057537277433,0.004998538282155399,0.09500506145527045,1.8709262803895399e-06,0.099998042808996,0.0,0.0,1.0,2501.8280372101685,0.050901810734892965,0.050901810734892965,0.05136771372647443,0.005271360765148278,0.0952649824832036,1.8525360541019054e-06,0.09999828815304182,0.0,0.0,1.0,2453.795691265782
ceiling,0.5,8,1e-05,arrival_first,5.002038180261783e-06,5.002038180261783e-06,5.0019965783576484e-06,5.027151504085245e-07,9.498711006017401e-06,2.139131538569927e-10,9.999811967039325e-06,0.0,0.0,1.0,0.2501019090130891,5.001443477838705e-06,5.001443477841682e-06,5.003948936451909e-06,4.9870073576381e-07,9.502645742338224e-06,1.994918082867207e-10,9.999828506727463e-06,0.0,6.675745680792544e-07,0.9999993324254319,0.24958617376126602
ceiling,0.5,8,1e-05,departure_first,5.002038180261783e-06,5.002038180261783e-06,5.0019965783576484e-06,5.027151504085245e-07,9.498711006017401e-06,2.139131538569927e-10,9.999811967039325e-06,0.0,0.0,1.0,0.2501019090130891,5.001443477838705e-06,5.001443477841682e-06,5.003948936451909e-06,4.9870073576381e-07,9.502645742338224e-06,1.994918082867207e-10,9.999828506727463e-06,0.0,6.675745680792544e-07,0.9999993324254319,0.24958617376126602
ceiling,0.5,8,1e-05,insertion_order,5.002038180261783e-06,5.002038180261783e-06,5.0019965783576484e-06,5.027151504085245e-07,9.498711006017401e-06,2.139131538569927e-10,9.999811967039325e-06,0.0,0.0,1.0,0.2501019090130891,5.001443477838705e-06,5.001443477841682e-06,5.003948936451909e-06,4.9870073576381e-07,9.502645742338224e-06,1.994918082867207e-10,9.999828506727463e-06,0.0,6.675745680792544e-07,0.9999993324254319,0.24958617376126602
ceiling,0.5,8,3e-05,arrival_first,1.5017048131334983e-05,1.5017048131334983e-05,1.502527023452179e-05,1.500720782132703e-06,2.849441325452062e-05,6.706613930873573e-10,2.999925685192769e-05,0.0,0.0,1.0,0.7508524065667491,1.4997087798090339e-05,1.4997087798093313e-05,1.4992963408302484e-05,1.5010026430197582e-06,2.8491763544511284e-05,4.671523916542168e-10,2.9999474854536824e-05,0.0,6.675745680792544e-07,0.9999993324254319,0.7483971738063396
