rho,capacity,delta,quantizer,preload_all_absolute_policy_gap,preload_all_critical_collision_rate,preload_all_total_collision_rate,schedule_next_after_transition_absolute_policy_gap,schedule_next_after_transition_critical_collision_rate,schedule_next_after_transition_total_collision_rate,robustness_difference_absolute_policy_gap,robustness_difference_critical_collision_rate,robustness_difference_total_collision_rate,comparison_label
0.5,1,0.01,ceiling,0.002249333333333331,0.0032696666666666664,0.006863671055801021,0.002249333333333331,0.0032696666666666664,0.006863671055801021,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.1,floor,0.00012333333333333334,0.0003716666666666667,0.19510944071747435,0.00012333333333333334,0.0003513333333333334,0.19510944071747435,0.0,-2.0333333333333304e-05,0.0,robustness only; not primary observations
0.95,8,0.1,floor,0.0013039999999999992,0.0073156666666666665,0.20886615914942838,0.0013039999999999992,0.006958333333333333,0.20886615914942838,0.0,-0.00035733333333333363,0.0,robustness only; not primary observations
0.5,8,3e-05,nearest,0.0,0.0,4.070595244582528e-05,0.0,0.0,4.070595244582528e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,8,3e-05,floor,0.0,0.0,5.13839979782981e-05,0.0,0.0,5.13839979782981e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,16,1e-05,ceiling,0.0,0.0,1.0000053336266668e-05,0.0,0.0,1.0000053336266668e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,16,0.001,floor,0.0,0.0,0.0017356779970827694,0.0,0.0,0.0017356779970827694,0.0,0.0,0.0,robustness only; not primary observations
0.95,8,0.01,ceiling,0.00021666666666666733,0.000954,0.01382368278274926,0.00021666666666666733,0.0009523333333333334,0.01382368278274926,0.0,-1.666666666666635e-06,0.0,robustness only; not primary observations
0.5,1,3e-05,floor,4.0000000000003e-06,6.666666666666667e-06,4.561670474721505e-05,4.0000000000003e-06,6.666666666666667e-06,4.561670474721505e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,0.0001,nearest,4.7333333333334414e-05,2.8e-05,0.00020213540726321216,4.7333333333334414e-05,2.8e-05,0.00020213540726321216,0.0,0.0,0.0,robustness only; not primary observations
1.0,1,1e-05,floor,2.6666666666693337e-06,4.666666666666667e-06,2.044466666157284e-05,2.6666666666693337e-06,4.666666666666667e-06,2.044466666157284e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,8,3e-05,ceiling,1.333333333333279e-06,4.666666666666667e-06,4.396723091806496e-05,1.333333333333279e-06,4.666666666666667e-06,4.396723091806496e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,16,0.003,nearest,5.666666666666713e-05,0.00010266666666666668,0.00569581727069868,5.666666666666713e-05,0.00010200000000000001,0.00569581727069868,0.0,-6.666666666666648e-07,0.0,robustness only; not primary observations
1.0,16,0.01,nearest,0.00017000000000000047,0.0005343333333333333,0.019418285855629967,0.00017000000000000047,0.0005336666666666667,0.019418285855629967,0.0,-6.666666666666106e-07,0.0,robustness only; not primary observations
1.0,16,0.03,nearest,0.00047466666666666745,0.001717,0.057610976144840814,0.00047466666666666745,0.0016906666666666667,0.057610976144840814,0.0,-2.6333333333333287e-05,0.0,robustness only; not primary observations
1.1,4,1e-05,floor,3.3333333333338915e-06,4.000000000000001e-06,2.4228831547924145e-05,3.3333333333338915e-06,4.000000000000001e-06,2.4228831547924145e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,0.001,nearest,0.00021399999999999753,0.000236,0.0021981850747984488,0.00021399999999999753,0.000236,0.0021981850747984488,0.0,0.0,0.0,robustness only; not primary observations
0.5,1,0.0003,nearest,7.133333333333435e-05,9.733333333333335e-05,0.0003377013708582112,7.133333333333435e-05,9.733333333333333e-05,0.0003377013708582112,0.0,-1.3552527156068805e-20,0.0,robustness only; not primary observations
1.25,8,0.1,floor,0.001556000000000001,0.019405666666666665,0.23349918692116947,0.001556000000000001,0.018521333333333334,0.23349918692116947,0.0,-0.0008843333333333307,0.0,robustness only; not primary observations
1.0,1,0.03,nearest,0.0073306666666666746,0.014438333333333333,0.04876794228599068,0.0073306666666666746,0.014438333333333333,0.04876794228599068,0.0,0.0,0.0,robustness only; not primary observations
1.25,16,0.1,floor,0.001293999999999999,0.015871,0.23543439611547695,0.001293999999999999,0.015102333333333332,0.23543439611547695,0.0,-0.0007686666666666675,0.0,robustness only; not primary observations
1.25,4,0.1,ceiling,0.0031259999999999973,0.02964766666666667,0.16219209338670787,0.0031259999999999973,0.02829033333333333,0.16219209338670787,0.0,-0.0013573333333333389,0.0,robustness only; not primary observations
0.95,8,0.0001,ceiling,8.666666666667007e-06,7.333333333333335e-06,0.00013329318174625993,8.666666666667007e-06,7.333333333333334e-06,0.00013329318174625993,0.0,-8.470329472543003e-22,0.0,robustness only; not primary observations
0.5,8,0.003,ceiling,1.9999999999999834e-06,5.333333333333334e-06,0.002212846619685752,1.9999999999999834e-06,5.333333333333334e-06,0.002212846619685752,0.0,0.0,0.0,robustness only; not primary observations
1.0,8,0.03,nearest,0.0004459999999999996,0.0033069999999999996,0.056327115050263936,0.0004459999999999996,0.0032593333333333337,0.056327115050263936,0.0,-4.766666666666591e-05,0.0,robustness only; not primary observations
0.5,4,0.0003,nearest,7.333333333333266e-06,9.333333333333334e-06,0.0003686381012891995,7.333333333333266e-06,9.333333333333334e-06,0.0003686381012891995,0.0,0.0,0.0,robustness only; not primary observations
1.25,4,0.01,nearest,0.000416666666666667,0.0029879999999999998,0.021629861621095658,0.000416666666666667,0.0029730000000000004,0.021629861621095658,0.0,-1.4999999999999389e-05,0.0,robustness only; not primary observations
1.0,8,3e-05,nearest,1.5333333333333402e-05,6e-06,6.141771470912956e-05,1.5333333333333402e-05,6e-06,6.141771470912956e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,8,3e-05,ceiling,6.666666666666395e-07,1.3333333333333334e-06,3.603212386557662e-05,6.666666666666395e-07,1.3333333333333334e-06,3.603212386557662e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,4,3e-05,floor,0.0,0.0,5.3536189604076746e-05,0.0,0.0,5.3536189604076746e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.0003,ceiling,1.3333333333333368e-06,2.0000000000000003e-06,0.00034371574574366184,1.3333333333333368e-06,2.0000000000000003e-06,0.00034371574574366184,0.0,0.0,0.0,robustness only; not primary observations
1.1,1,0.03,floor,0.007611333333333336,0.015257,0.061223688979658776,0.007611333333333336,0.015257,0.061223688979658776,0.0,0.0,0.0,robustness only; not primary observations
0.95,16,0.003,floor,4.999999999999889e-05,0.00011133333333333333,0.007029955661919372,4.999999999999889e-05,0.00011133333333333333,0.007029955661919372,0.0,0.0,0.0,robustness only; not primary observations
0.5,8,1e-05,ceiling,0.0,0.0,6.0057391050036454e-06,0.0,0.0,6.0057391050036454e-06,0.0,0.0,0.0,robustness only; not primary observations
0.8,8,0.001,ceiling,2.533333333333346e-05,4.4e-05,0.0011486980940785703,2.533333333333346e-05,4.4e-05,0.0011486980940785703,0.0,0.0,0.0,robustness only; not primary observations
0.5,1,1e-05,nearest,6.666666666673334e-07,2.0000000000000003e-06,1.040507026351989e-05,6.666666666673334e-07,2.0000000000000003e-06,1.040507026351989e-05,0.0,0.0,0.0,robustness only; not primary observations
1.1,4,0.1,ceiling,0.0034106666666666664,0.024185,0.14635814709890785,0.0034106666666666664,0.023005333333333332,0.14635814709890785,0.0,-0.0011796666666666691,0.0,robustness only; not primary observations
1.25,1,1e-05,nearest,5.333333333334967e-06,5.333333333333334e-06,1.846590424976968e-05,5.333333333334967e-06,5.333333333333334e-06,1.846590424976968e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,0.03,floor,0.0007679999999999974,0.006517333333333333,0.07651999234409959,0.0007679999999999974,0.006436,0.07651999234409959,0.0,-8.133333333333343e-05,0.0,robustness only; not primary observations
0.5,4,0.1,ceiling,0.0016280000000000005,0.003336333333333333,0.07201554975831312,0.0016280000000000005,0.003176,0.07201554975831312,0.0,-0.00016033333333333307,0.0,robustness only; not primary observations
0.8,16,0.1,nearest,0.00010933333333333324,0.0005556666666666667,0.15592161427231097,0.00010933333333333324,0.000533,0.15592161427231097,0.0,-2.2666666666666603e-05,0.0,robustness only; not primary observations
0.95,16,1e-05,ceiling,0.0,0.0,1.3584327878871942e-05,0.0,0.0,1.3584327878871942e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.003,nearest,6.666666666666656e-06,2.0333333333333337e-05,0.005063224350207791,6.666666666666656e-06,2.0333333333333337e-05,0.005063224350207791,0.0,0.0,0.0,robustness only; not primary observations
1.0,4,0.003,ceiling,0.00018333333333333534,0.0006103333333333333,0.0043834354844822405,0.00018333333333333534,0.0006093333333333334,0.0043834354844822405,0.0,-9.999999999999159e-07,0.0,robustness only; not primary observations
1.1,16,0.1,nearest,0.0008213333333333336,0.010578333333333334,0.18855862283243632,0.0008213333333333336,0.010084333333333334,0.18855862283243632,0.0,-0.0004939999999999996,0.0,robustness only; not primary observations
0.5,4,0.01,floor,0.00017466666666666683,0.00032366666666666666,0.01700929247693881,0.00017466666666666683,0.00032366666666666666,0.01700929247693881,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,0.003,ceiling,0.00012933333333333316,0.0005873333333333334,0.004248295049473538,0.00012933333333333316,0.0005866666666666667,0.004248295049473538,0.0,-6.66666666666719e-07,0.0,robustness only; not primary observations
1.1,16,0.01,nearest,0.0004206666666666655,0.0011103333333333334,0.02069017013248455,0.0004206666666666655,0.001107,0.02069017013248455,0.0,-3.3333333333334866e-06,0.0,robustness only; not primary observations
0.5,1,0.0001,ceiling,2.1333333333332464e-05,3.4e-05,6.242472437100327e-05,2.1333333333332464e-05,3.4e-05,6.242472437100327e-05,0.0,0.0,0.0,robustness only; not primary observations
1.1,16,1e-05,ceiling,6.666666666668708e-07,1.3333333333333334e-06,1.4827581251074155e-05,6.666666666668708e-07,1.3333333333333334e-06,1.4827581251074155e-05,0.0,0.0,0.0,robustness only; not primary observations
1.1,16,0.03,ceiling,0.0007746666666666661,0.003559,0.047296381899279434,0.0007746666666666661,0.003497,0.047296381899279434,0.0,-6.199999999999999e-05,0.0,robustness only; not primary observations
0.5,1,1e-05,floor,6.666666666673334e-07,2.0000000000000003e-06,1.6811155281433994e-05,6.666666666673334e-07,2.0000000000000003e-06,1.6811155281433994e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,0.0001,floor,3.3999999999997e-05,5.333333333333333e-05,0.00021510612923350157,3.3999999999997e-05,5.333333333333333e-05,0.00021510612923350157,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.03,ceiling,5.8666666666666645e-05,0.00019466666666666666,0.03525453028247647,5.8666666666666645e-05,0.000191,0.03525453028247647,0.0,-3.6666666666666564e-06,0.0,robustness only; not primary observations
0.5,16,0.0003,ceiling,0.0,0.0,0.00024500138338710023,0.0,0.0,0.00024500138338710023,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,0.03,floor,0.0010933333333333327,0.0034679999999999997,0.060981348388976724,0.0010933333333333327,0.0034176666666666665,0.060981348388976724,0.0,-5.033333333333322e-05,0.0,robustness only; not primary observations
1.0,4,0.001,nearest,7.266666666666532e-05,0.00020066666666666667,0.001931659922214525,7.266666666666532e-05,0.00020066666666666667,0.001931659922214525,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,1e-05,nearest,0.0,6.666666666666667e-07,1.6118698147520044e-05,0.0,6.666666666666667e-07,1.6118698147520044e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,1,3e-05,floor,9.999999999998898e-06,1.3333333333333333e-05,5.485418726894249e-05,9.999999999998898e-06,1.3333333333333333e-05,5.485418726894249e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,16,0.01,ceiling,0.0,0.0,0.007475711148453341,0.0,0.0,0.007475711148453341,0.0,0.0,0.0,robustness only; not primary observations
1.25,16,0.01,ceiling,0.0009560000000000013,0.0020836666666666664,0.018015251923280306,0.0009560000000000013,0.002072,0.018015251923280306,0.0,-1.1666666666666336e-05,0.0,robustness only; not primary observations
0.95,8,0.0003,floor,2.199999999999841e-05,1.866666666666667e-05,0.0007076609601982946,2.199999999999841e-05,1.866666666666667e-05,0.0007076609601982946,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,0.0001,ceiling,3.0000000000002247e-05,2.5333333333333334e-05,0.00018025690860966144,3.0000000000002247e-05,2.5333333333333334e-05,0.00018025690860966144,0.0,0.0,0.0,robustness only; not primary observations
1.1,1,0.03,nearest,0.007410000000000016,0.015137333333333334,0.05165879452299434,0.007410000000000016,0.015137333333333334,0.05165879452299434,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,1e-05,nearest,2.00000000000015e-06,2.666666666666667e-06,2.789705392735282e-05,2.00000000000015e-06,2.666666666666667e-06,2.789705392735282e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,4,0.01,nearest,0.00043866666666666777,0.002032333333333333,0.018702097971509898,0.00043866666666666777,0.0020223333333333334,0.018702097971509898,0.0,-9.999999999999593e-06,0.0,robustness only; not primary observations
0.95,4,1e-05,ceiling,3.333333333332966e-06,3.3333333333333333e-06,2.1975831382441422e-05,3.333333333332966e-06,3.3333333333333333e-06,2.1975831382441422e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,0.01,nearest,0.002393999999999981,0.005462333333333334,0.019078924906508296,0.002393999999999981,0.005462333333333334,0.019078924906508296,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,3e-05,ceiling,1.3333333333328165e-05,2e-05,5.538892663655046e-05,1.3333333333328165e-05,2e-05,5.538892663655046e-05,0.0,0.0,0.0,robustness only; not primary observations
1.1,8,1e-05,floor,0.0,6.666666666666667e-07,2.6045006282142967e-05,0.0,6.666666666666667e-07,2.6045006282142967e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,0.001,floor,6.933333333333699e-05,0.00018466666666666666,0.0023054600023941847,6.933333333333699e-05,0.00018466666666666666,0.0023054600023941847,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,0.001,nearest,5.9999999999999866e-05,5.866666666666667e-05,0.0019426922925489924,5.9999999999999866e-05,5.866666666666667e-05,0.0019426922925489924,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,0.03,ceiling,0.0010500000000000004,0.0036826666666666666,0.03406260185282985,0.0010500000000000004,0.0036323333333333333,0.03406260185282985,0.0,-5.033333333333322e-05,0.0,robustness only; not primary observations
0.8,4,0.03,nearest,0.0011206666666666648,0.0035673333333333334,0.04774569529243088,0.0011206666666666648,0.0035183333333333334,0.04774569529243088,0.0,-4.9e-05,0.0,robustness only; not primary observations
0.5,16,0.03,floor,0.0,0.0,0.05102270905747907,0.0,0.0,0.05102270905747907,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,1e-05,ceiling,0.0,0.0,2.4056339609418507e-05,0.0,0.0,2.4056339609418507e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,8,1e-05,floor,4.666666666667633e-06,4.000000000000001e-06,2.488050651827514e-05,4.666666666667633e-06,4.000000000000001e-06,2.488050651827514e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,1e-05,nearest,0.0,1.3333333333333334e-06,1.3483774420114584e-05,0.0,1.3333333333333334e-06,1.3483774420114583e-05,0.0,0.0,-1.6940658945086007e-21,robustness only; not primary observations
0.8,8,1e-05,ceiling,0.0,0.0,1.155338974738618e-05,0.0,0.0,1.155338974738618e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,4,0.001,ceiling,5.466666666666768e-05,0.00020366666666666667,0.0014524924928944617,5.466666666666768e-05,0.00020366666666666667,0.0014524924928944617,0.0,0.0,0.0,robustness only; not primary observations
1.1,4,1e-05,ceiling,0.0,6.666666666666667e-07,1.4386328211715873e-05,0.0,6.666666666666667e-07,1.4386328211715873e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,4,0.0001,ceiling,1.866666666666498e-05,2.6000000000000002e-05,0.00016524209324033243,1.866666666666498e-05,2.6000000000000002e-05,0.00016524209324033243,0.0,0.0,0.0,robustness only; not primary observations
1.0,1,0.001,nearest,0.00026799999999999974,0.0004890000000000001,0.0016663878690941255,0.00026799999999999974,0.0004890000000000001,0.0016663878690941255,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,0.1,ceiling,0.0006366666666666663,0.007932666666666666,0.13892938503735996,0.0006366666666666663,0.007562,0.13892938503735996,0.0,-0.00037066666666666585,0.0,robustness only; not primary observations
1.25,16,0.03,ceiling,0.001133333333333337,0.006376666666666667,0.05261331244596302,0.001133333333333337,0.006281333333333333,0.05261331244596302,0.0,-9.533333333333355e-05,0.0,robustness only; not primary observations
0.8,1,0.0001,floor,2.8666666666674982e-05,4.0666666666666675e-05,0.00016801241040823855,2.8666666666674982e-05,4.0666666666666675e-05,0.00016801241040823855,0.0,0.0,0.0,robustness only; not primary observations
1.25,4,1e-05,nearest,1.333333333330966e-06,2.666666666666667e-06,1.409342416326755e-05,1.333333333330966e-06,2.666666666666667e-06,1.409342416326755e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,4,0.0001,nearest,2.00000000000015e-06,3.3333333333333333e-06,0.0001301101876640742,2.00000000000015e-06,3.3333333333333333e-06,0.0001301101876640742,0.0,0.0,0.0,robustness only; not primary observations
1.0,8,0.1,floor,0.0013640000000000013,0.009171333333333333,0.21311054859100065,0.0013640000000000013,0.008722666666666667,0.21311054859100065,0.0,-0.00044866666666666666,0.0,robustness only; not primary observations
0.8,8,0.1,nearest,0.0008693333333333335,0.0037486666666666666,0.1547423385244752,0.0008693333333333335,0.0035846666666666666,0.1547423385244752,0.0,-0.00016400000000000008,0.0,robustness only; not primary observations
0.8,1,0.0003,floor,6.533333333334131e-05,0.00013000000000000002,0.0005160301722497415,6.533333333334131e-05,0.00013000000000000002,0.0005160301722497415,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,3e-05,ceiling,8.666666666666544e-06,3.3333333333333333e-06,4.947454760855552e-05,8.666666666666544e-06,3.3333333333333333e-06,4.947454760855552e-05,0.0,0.0,0.0,robustness only; not primary observations
1.1,1,0.003,ceiling,0.0007566666666666647,0.001584,0.004460489153699566,0.0007566666666666647,0.001584,0.004460489153699566,0.0,0.0,0.0,robustness only; not primary observations
0.95,1,0.0001,nearest,2.8666666666673132e-05,5.133333333333334e-05,0.0001595271222743537,2.8666666666673132e-05,5.133333333333334e-05,0.0001595271222743537,0.0,0.0,0.0,robustness only; not primary observations
1.1,4,3e-05,ceiling,7.99999999999875e-06,1e-05,4.619303823876959e-05,7.99999999999875e-06,1e-05,4.619303823876959e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.0001,ceiling,1.3333333333333368e-06,1.3333333333333334e-06,0.00012705017276927228,1.3333333333333368e-06,1.3333333333333334e-06,0.00012705017276927228,0.0,0.0,0.0,robustness only; not primary observations
1.1,8,3e-05,floor,1.0666666666666232e-05,4.666666666666667e-06,7.958927345124852e-05,1.0666666666666232e-05,4.666666666666667e-06,7.958927345124852e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,4,0.003,nearest,0.00018133333333333334,0.000629,0.0057161781700383035,0.00018133333333333334,0.0006276666666666667,0.0057161781700383035,0.0,-1.3333333333333296e-06,0.0,robustness only; not primary observations
0.95,4,0.001,ceiling,6.733333333333035e-05,0.000176,0.001405636187307813,6.733333333333035e-05,0.000176,0.001405636187307813,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,0.1,ceiling,0.003664666666666666,0.01844166666666667,0.12923296427145234,0.003664666666666666,0.017540999999999998,0.12923296427145234,0.0,-0.0009006666666666711,0.0,robustness only; not primary observations
1.0,16,1e-05,floor,6.666666666666395e-07,6.666666666666667e-07,3.8487852431477604e-05,6.666666666666395e-07,6.666666666666667e-07,3.8487852431477604e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,0.003,ceiling,0.00011666666666666816,0.000362,0.003528956321811228,0.00011666666666666816,0.00036133333333333335,0.003528956321811228,0.0,-6.666666666666648e-07,0.0,robustness only; not primary observations
1.0,16,0.001,floor,6.600000000000009e-05,5.2333333333333336e-05,0.0024593611915672124,6.600000000000009e-05,5.2333333333333336e-05,0.0024593611915672124,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,1e-05,ceiling,1.9999999999982995e-06,2.666666666666667e-06,1.661685350080733e-05,1.9999999999982995e-06,2.666666666666667e-06,1.661685350080733e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,1e-05,floor,0.0,1.3333333333333334e-06,2.0585312255314447e-05,0.0,1.3333333333333334e-06,2.0585312255314447e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,1,0.0001,nearest,1.999999999999965e-05,4.5333333333333335e-05,0.00017155836450305457,1.999999999999965e-05,4.5333333333333335e-05,0.00017155836450305457,0.0,0.0,0.0,robustness only; not primary observations
1.1,8,1e-05,nearest,6.666666666664083e-07,1.3333333333333334e-06,2.169838319875266e-05,6.666666666664083e-07,1.3333333333333334e-06,2.169838319875266e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,16,0.1,nearest,0.0004926666666666672,0.0035419999999999996,0.1736262977972994,0.0004926666666666672,0.0033816666666666665,0.1736262977972994,0.0,-0.00016033333333333307,0.0,robustness only; not primary observations
0.95,1,3e-05,ceiling,1.5333333333339416e-05,1.866666666666667e-05,4.936230504780027e-05,1.5333333333339416e-05,1.866666666666667e-05,4.936230504780027e-05,0.0,0.0,0.0,robustness only; not primary observations
1.25,4,0.001,ceiling,0.00012666666666666566,0.0002946666666666667,0.001795490356687152,0.00012666666666666566,0.0002946666666666667,0.001795490356687152,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,0.0001,nearest,2.6666666666660955e-06,8.666666666666668e-06,0.00014907699744487856,2.6666666666660955e-06,8.666666666666668e-06,0.00014907699744487856,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,0.003,ceiling,0.00011600000000000037,0.0001756666666666667,0.0044492171973134756,0.00011600000000000037,0.0001756666666666667,0.0044492171973134756,0.0,0.0,0.0,robustness only; not primary observations
0.95,16,0.0001,nearest,8.666666666666544e-06,4.000000000000001e-06,0.00019226090535568339,8.666666666666544e-06,4.000000000000001e-06,0.00019226090535568339,0.0,0.0,0.0,robustness only; not primary observations
0.8,8,0.03,ceiling,0.00024800000000000077,0.0012029999999999999,0.035064326701509725,0.00024800000000000077,0.0011876666666666667,0.035064326701509725,0.0,-1.5333333333333128e-05,0.0,robustness only; not primary observations
0.5,4,0.003,nearest,5.7333333333333654e-05,0.00010700000000000001,0.003669037892253783,5.7333333333333654e-05,0.00010700000000000001,0.003669037892253783,0.0,0.0,0.0,robustness only; not primary observations
0.8,8,1e-05,floor,0.0,1.3333333333333334e-06,2.379920655903925e-05,0.0,1.3333333333333334e-06,2.379920655903925e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,0.0003,floor,1.9333333333334397e-05,1.6666666666666667e-05,0.0007204223230403031,1.9333333333334397e-05,1.6666666666666667e-05,0.0007204223230403031,0.0,0.0,0.0,robustness only; not primary observations
1.1,1,1e-05,nearest,1.3333333333346669e-06,3.3333333333333333e-06,1.8061756995326102e-05,1.3333333333346669e-06,3.3333333333333333e-06,1.8061756995326102e-05,0.0,0.0,0.0,robustness only; not primary observations
1.0,8,0.0001,ceiling,9.333333333333416e-06,8.666666666666668e-06,0.00013979821486212118,9.333333333333416e-06,8.666666666666668e-06,0.00013979821486212118,0.0,0.0,0.0,robustness only; not primary observations
1.0,16,3e-05,floor,2.6666666666667892e-06,2.666666666666667e-06,8.039987453075833e-05,2.6666666666667892e-06,2.666666666666667e-06,8.039987453075833e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,8,1e-05,floor,1.333333333333279e-06,1.3333333333333334e-06,2.233315830046429e-05,1.333333333333279e-06,1.3333333333333334e-06,2.233315830046429e-05,0.0,0.0,0.0,robustness only; not primary observations
0.5,4,0.01,nearest,0.00016000000000000007,0.00031033333333333336,0.012281907150591707,0.00016000000000000007,0.0003076666666666667,0.012281907150591707,0.0,-2.666666666666659e-06,0.0,robustness only; not primary observations
1.1,1,0.003,floor,0.0007859999999999941,0.0015926666666666667,0.006453140270197688,0.0007859999999999941,0.0015926666666666667,0.006453140270197688,0.0,0.0,0.0,robustness only; not primary observations
1.0,4,0.0003,floor,2.3333333333330764e-05,5.933333333333334e-05,0.0007046326732001961,2.3333333333330764e-05,5.933333333333334e-05,0.0007046326732001961,0.0,0.0,0.0,robustness only; not primary observations
1.1,4,0.001,nearest,8.733333333333463e-05,0.00023,0.001958836562136084,8.733333333333463e-05,0.00023,0.001958836562136084,0.0,0.0,0.0,robustness only; not primary observations
0.5,8,0.001,ceiling,0.0,1.3333333333333334e-06,0.0007323853309868093,0.0,1.3333333333333334e-06,0.0007323853309868093,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,0.1,nearest,0.023765999999999995,0.04960066666666666,0.17608915595349225,0.023765999999999995,0.04960066666666666,0.17608915595349225,0.0,0.0,0.0,robustness only; not primary observations
0.95,16,0.0003,nearest,1.1333333333333566e-05,1.2e-05,0.0005853016812641906,1.1333333333333566e-05,1.2e-05,0.0005853016812641906,0.0,0.0,0.0,robustness only; not primary observations
0.8,8,0.001,floor,1.999999999999988e-05,4.0666666666666675e-05,0.002160227314138118,1.999999999999988e-05,4.0666666666666675e-05,0.002160227314138118,0.0,0.0,0.0,robustness only; not primary observations
1.25,4,0.01,ceiling,0.00040733333333333176,0.0029536666666666665,0.017568899950835642,0.00040733333333333176,0.002937,0.017568899950835642,0.0,-1.6666666666666566e-05,0.0,robustness only; not primary observations
0.5,8,1e-05,floor,0.0,0.0,1.6682802798337e-05,0.0,0.0,1.6682802798337e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,8,0.0003,nearest,1.4666666666666995e-05,2.9333333333333336e-05,0.0005823872174653762,1.4666666666666995e-05,2.9333333333333336e-05,0.0005823872174653762,0.0,0.0,0.0,robustness only; not primary observations
1.25,1,0.001,floor,0.00025800000000001007,0.0005736666666666667,0.0021831576062950253,0.00025800000000001007,0.0005736666666666667,0.0021831576062950253,0.0,0.0,0.0,robustness only; not primary observations
0.5,1,3e-05,ceiling,6.666666666662232e-06,6.666666666666667e-06,1.599870022479363e-05,6.666666666662232e-06,6.666666666666667e-06,1.599870022479363e-05,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,0.003,floor,0.00014133333333333313,0.0005503333333333333,0.006874773866500221,0.00014133333333333313,0.0005476666666666667,0.006874773866500221,0.0,-2.666666666666659e-06,0.0,robustness only; not primary observations
0.8,16,0.0001,nearest,0.0,0.0,0.00016649300750169675,0.0,0.0,0.00016649300750169675,0.0,0.0,0.0,robustness only; not primary observations
0.95,4,0.0001,floor,2.133333333333154e-05,2.4e-05,0.00025207532839038107,2.133333333333154e-05,2.4e-05,0.00025207532839038107,0.0,0.0,0.0,robustness only; not primary observations
0.8,4,0.1,floor,0.003614666666666666,0.010996333333333334,0.18897104821083213,0.003614666666666666,0.010468,0.18897104821083213,0.0,-0.0005283333333333338,0.0,robustness only; not primary observations
1.25,1,3e-05,floor,1.0666666666669933e-05,1.6e-05,6.74031594665418e-05,1.0666666666669933e-05,1.6e-05,6.74031594665418e-05,0.0,0.0,0.0,robustness only; not primary observations
0.8,16,0.001,nearest,3.3333333333333422e-06,6.666666666666667e-06,0.0016710425803192993,3.3333333333333422e-06,6.666666666666667e-06,0.0016710425803192993,0.0,0.0,0.0,robustness only; not primary observations
0.5,8,0.1,floor,8.600000000000002e-05,0.000164,0.159265198684381,8.600000000000002e-05,0.000156,0.159265198684381,0.0,-8.000000000000005e-06,0.0,robustness only; not primary observations
