model,n,r_squared,adjusted_r_squared,rmse,coefficient_const,standard_error_const,coefficient_total_collision_rate,standard_error_total_collision_rate,coefficient_mixed_collision_rate,standard_error_mixed_collision_rate,coefficient_critical_acceptance_difference_rate,standard_error_critical_acceptance_difference_rate,coefficient_rho,standard_error_rho,coefficient_inverse_capacity,standard_error_inverse_capacity,coefficient_delta,standard_error_delta
A_total_collision,16,0.2562917464152721,0.20316972830207725,0.001108540339651265,0.00019773301618664232,0.0004075681131861794,0.0920138665774821,0.04189124362391494,,,,,,,,,,
B_mixed_collision,16,0.2563104498756149,0.2031897677238731,0.0011085264002667421,0.0002245476558412321,0.00039927173343659654,,,0.14528552133652964,0.06614103724719907,,,,,,,,
C_critical_difference,16,0.6625420350643523,0.638437894711806,0.0007467238842096438,0.00016233394775313104,0.0002349622934634756,,,,,0.30822686921333103,0.05879083115341135,,,,,,
D_adjusted,16,0.7261730718700045,0.626599643459097,0.0006726486551516313,0.001607354967992455,0.0013734761337109152,,,,,0.2399216582340472,0.08291211120654021,-0.001941984930091001,0.0013933989613443445,0.0004568984277242602,0.0005938518669055344,0.046978990987069924,0.05803450780708644
