rho,capacity,delta,quantizer,policy,max_absolute_error,max_relative_error,exceeds_5_percent,exceeds_10_percent,exceeds_25_percent
0.8,4,0.01,floor,arrival_first,0.0010399999999999993,0.008660892738174544,False,False,False
0.8,4,0.01,floor,departure_first,0.001480000000000009,0.01232511658894078,False,False,False
