rho,capacity,delta,quantizer,policy,n,mean_packet_loss,sd_packet_loss,mean_throughput,mean_waiting_time,mean_collision_rate,mean_critical_rate,se_packet_loss,ci95_low_packet_loss,ci95_high_packet_loss
0.8,4,0.01,floor,arrival_first,5,0.059511999999999995,0.001077831155608333,0.753248729231703,0.9622885064887342,0.01073035149926058,0.001176,0.00048202074644147726,0.0585672393369747,0.06045676066302529
0.8,4,0.01,floor,departure_first,5,0.059188,0.0011107294900199627,0.7535081485896331,0.9651153253979265,0.01073603486037509,0.001188,0.0004967333288596621,0.05821440267543506,0.060161597324564935
