filename,figure_id,source_dataset,filtering_conditions,plotting_function,language,creation_timestamp
loss_rho-0.8_K-1_en.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,en,2026-07-27T13:23:50.027686+00:00
loss_rho-0.8_K-1_en.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,en,2026-07-27T13:23:50.027716+00:00
loss_rho-0.8_K-1_en.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=1,plot_run,en,2026-07-27T13:23:50.027719+00:00
loss_rho-0.8_K-4_en.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,en,2026-07-27T13:23:50.375362+00:00
loss_rho-0.8_K-4_en.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,en,2026-07-27T13:23:50.375382+00:00
loss_rho-0.8_K-4_en.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=0.8;capacity=4,plot_run,en,2026-07-27T13:23:50.375385+00:00
loss_rho-1.1_K-1_en.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,en,2026-07-27T13:23:50.724701+00:00
loss_rho-1.1_K-1_en.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,en,2026-07-27T13:23:50.724718+00:00
loss_rho-1.1_K-1_en.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=1,plot_run,en,2026-07-27T13:23:50.724720+00:00
loss_rho-1.1_K-4_en.png,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,en,2026-07-27T13:23:51.227253+00:00
loss_rho-1.1_K-4_en.svg,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,en,2026-07-27T13:23:51.227272+00:00
