filename,figure_id,source_dataset,filtering_conditions,plotting_function,language,creation_timestamp
loss_rho-1.1_K-4_en.pdf,loss_vs_delta,quantized_with_accuracy.parquet,rho=1.1;capacity=4,plot_run,en,2026-07-27T13:23:51.227274+00:00
policy_gap_en.png,policy_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:51.530977+00:00
policy_gap_en.svg,policy_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:51.530995+00:00
policy_gap_en.pdf,policy_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:51.530997+00:00
collision_scaling_en.png,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:51.835377+00:00
collision_scaling_en.svg,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:51.835399+00:00
collision_scaling_en.pdf,collision_scaling,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:51.835403+00:00
signed_loss_error_en.png,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.215324+00:00
signed_loss_error_en.svg,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.215346+00:00
signed_loss_error_en.pdf,signed_loss_error,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.215348+00:00
critical_collision_rate_en.png,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.676920+00:00
critical_collision_rate_en.svg,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.676940+00:00
critical_collision_rate_en.pdf,critical_collision_rate,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:52.676943+00:00
total_collision_vs_gap_en.png,total_collision_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:52.878062+00:00
total_collision_vs_gap_en.svg,total_collision_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:52.878079+00:00
total_collision_vs_gap_en.pdf,total_collision_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:52.878082+00:00
critical_difference_vs_gap_en.png,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:53.098184+00:00
critical_difference_vs_gap_en.svg,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:53.098206+00:00
critical_difference_vs_gap_en.pdf,critical_difference_vs_gap,paired_differences.parquet,all,plot_run,en,2026-07-27T13:23:53.098208+00:00
runtime_vs_events_en.png,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:53.327682+00:00
runtime_vs_events_en.svg,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:53.327699+00:00
runtime_vs_events_en.pdf,runtime_vs_events,quantized_with_accuracy.parquet,all,plot_run,en,2026-07-27T13:23:53.327701+00:00
sensitivity_heatmap_K-1_en.png,sensitivity_heatmap,paired_differences.parquet,capacity=1,plot_run,en,2026-07-27T13:23:53.815155+00:00
sensitivity_heatmap_K-1_en.svg,sensitivity_heatmap,paired_differences.parquet,capacity=1,plot_run,en,2026-07-27T13:23:53.815178+00:00
sensitivity_heatmap_K-1_en.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=1,plot_run,en,2026-07-27T13:23:53.815181+00:00
sensitivity_heatmap_K-4_en.png,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,en,2026-07-27T13:23:54.328293+00:00
sensitivity_heatmap_K-4_en.svg,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,en,2026-07-27T13:23:54.328312+00:00
sensitivity_heatmap_K-4_en.pdf,sensitivity_heatmap,paired_differences.parquet,capacity=4,plot_run,en,2026-07-27T13:23:54.328315+00:00
