configuration_id,rho,capacity,delta,quantizer,policy,arrival_scheduling_mode,n,mean_packet_loss,sd_packet_loss,mean_throughput,mean_waiting_time,mean_sojourn_time,mean_occupancy,mean_collision_event_fraction,mean_collided_tick_fraction,mean_mixed_collision_rate,mean_critical_acceptance_difference_rate,se_packet_loss,ci95_low_packet_loss,ci95_high_packet_loss
configuration_00bf2ea2cc5367cf0bc5a801,1.1,1,0.0001,ceiling,departure_first,schedule_next_after_transition,30,0.5241206666666667,0.0023103752991643052,0.5231041010344815,0.0,1.001390580802552,0.5238061253272043,0.00014182230896687194,7.091676687284335e-05,5e-05,5e-05,0.0004218148892183455,0.5232939094837987,0.5249474238495346
configuration_00c276996f6ad6cd5750041f,1.25,1,0.0003,floor,arrival_first,preload_all,30,0.5555026666666667,0.001801192963553342,0.5554558919358364,0.0,1.0001740148085245,0.5555286251530607,0.0006516745002885676,0.0003259468037258852,0.0002986666666666667,0.0001726666666666667,0.00032885133885258197,0.5548581180425156,0.5561472152908178
configuration_00f24235b8d0fc8d1f1ec8f4,0.8,16,0.03,floor,departure_first,preload_all,30,0.005221333333333333,0.000979724568378816,0.7960708851833133,3.3445472844184256,4.329499555205239,3.4463752494010462,0.06340555176796382,0.03232104876354527,0.02911333333333333,0.00014066666666666665,0.00017887241541436337,0.004870743399121181,0.005571923267545485
configuration_00f55132210a862c955aaa99,0.95,4,3e-05,nearest,departure_first,schedule_next_after_transition,30,0.18000666666666668,0.0036541042898252905,0.778873917709232,1.437264999176732,2.437739274888868,1.89860706934737,4.688290546129504e-05,2.3442297916069235e-05,2.2666666666666668e-05,2.0000000000000003e-06,0.0006671451156712356,0.17869906223995105,0.1813142710933823
configuration_0106b213c86ea74a706ca23b,1.25,1,0.0003,nearest,departure_first,schedule_next_after_transition,30,0.5554713333333333,0.0017990547965305265,0.5554950346097766,0.0,1.0003504005315684,0.5556658062183263,0.0005788048531274354,0.0002894902171804956,0.000242,0.00017066666666666668,0.0003284609647492121,0.5548275498424249,0.5561151168242418
configuration_011b07c6f55219f4c08df4ef,1.1,16,0.03,floor,departure_first,schedule_next_after_transition,30,0.10232,0.004567797326260558,0.9858717766994336,8.94123392133985,9.924482174311928,9.784238146886493,0.07405690837287361,0.03786574901481055,0.029216666666666665,0.0030346666666666664,0.0008339618779015641,0.10068543471931293,0.10395456528068706
configuration_011da16591d1e581687e316e,0.95,8,0.0001,nearest,departure_first,schedule_next_after_transition,30,0.08945466666666667,0.0028297090545378236,0.8644210513467121,3.2292406412686074,4.2291333943908045,3.6556707198932537,0.00017937967772781638,8.96985995484208e-05,8.333333333333333e-05,9.333333333333334e-06,0.0005166318267823274,0.0884420682861733,0.09046726504716003
configuration_01237cc60659637f1e683699,0.95,1,0.1,nearest,insertion_order,preload_all,30,0.4995213333333333,0.002167967001487847,0.47524401468819366,0.0,1.0003583847867035,0.4754011516569015,0.14812559250552887,0.07842999268312852,0.06741466666666666,0.043213999999999995,0.00039581481021390994,0.49874553630531404,0.5002971303613526
configuration_013c9b6d75707c9e31270dd3,1.0,8,0.1,floor,departure_first,preload_all,30,0.094046,0.0026573938490493856,0.9067652193950596,3.1305148192117795,4.0813254547826086,3.700644758137398,0.21302110395181598,0.11416075095120662,0.090654,0.009528,0.0004851715184332756,0.09309506382387078,0.09499693617612923
configuration_0148d8f4fe4706b0c1a47100,0.5,8,0.003,floor,departure_first,preload_all,30,0.0019306666666666667,0.00034319928194335834,0.4988202252952213,0.9635524202412433,1.9610867490049986,0.9782296719897955,0.005219064143154271,0.0026133785846197506,0.0030426666666666666,2.666666666666667e-06,6.265932947998427e-05,0.0018078543808858975,0.0020534789524474357
configuration_014ef7bf6a78a1d45fb36846,1.25,1,0.03,floor,insertion_order,schedule_next_after_transition,30,0.5482273333333333,0.0018653758673352688,0.5645474879068727,0.0,0.9853774765436916,0.5562705648957216,0.065005555058222,0.03316807911999934,0.028930666666666667,0.016168,0.00034056948025509696,0.5475598171520333,0.5488948495146333
configuration_01648019e6ee008b61a66f3c,1.25,8,0.1,floor,insertion_order,preload_all,30,0.20653333333333332,0.0040493178083034756,0.9923368433746564,4.130445534522192,5.081517791281646,5.042306521061663,0.23354127395190136,0.12609474711623717,0.08959266666666667,0.018540666666666667,0.0007393009020383979,0.20508430356533805,0.2079823631013286
configuration_01897b848c7df6434abf89af,0.8,8,0.0001,floor,departure_first,preload_all,30,0.03880333333333333,0.0015000973148509354,0.769608993440196,2.383591797710371,3.382285739153888,2.603042612879462,0.0002026128131162186,0.0001013175935814781,9.666666666666668e-05,3.3333333333333333e-06,0.00027387904593226226,0.0382665304033061,0.03934013626336056
configuration_01a48c0ed45b7f22b9ae0e9d,1.1,1,0.0003,floor,departure_first,schedule_next_after_transition,30,0.5240366666666667,0.0023158052644789554,0.5231964217742462,0.0,1.0011713841567247,0.5237839127722459,0.0006522470375599274,0.0003262342011467181,0.0003133333333333333,0.000146,0.00042280626071478035,0.5232079663956657,0.5248653669376677
configuration_01b07cb54e835c4ac76839a1,1.1,1,0.1,floor,arrival_first,preload_all,30,0.5245773333333333,0.0020755571471930997,0.5226032715737962,0.0,0.9519813723292271,0.4974852090899795,0.18968249077303218,0.10250658157563187,0.089902,0.044798,0.00037894315630291036,0.5238346047469796,0.525320061919687
configuration_01b5ae52f0eba03b6e66cc88,0.5,4,3e-05,nearest,departure_first,schedule_next_after_transition,30,0.032362,0.0011421015112803971,0.483864695994252,0.7313087115801262,1.730023380194311,0.8370936336206859,3.795055223647434e-05,1.8975827290880522e-05,1.7333333333333336e-05,0.0,0.0002085182535630048,0.03195330422301651,0.032770695776983494
configuration_01ca41671a863f8837becb0c,1.1,8,0.0003,floor,departure_first,preload_all,30,0.15719866666666665,0.0038231921428198627,0.9271514866492641,3.989742743319685,4.989069259447722,4.625334262461778,0.0007712698121886541,0.0003857888691596911,0.00031266666666666666,5.333333333333333e-05,0.0006980161927663172,0.15583055492884468,0.15856677840448863
configuration_01caf160df8ad2d1692925d6,1.0,16,0.0001,ceiling,insertion_order,preload_all,30,0.05971466666666667,0.0038665102623936503,0.9415817213812606,7.541720273311641,8.542237741443293,8.04269530560812,0.00017248028307599063,8.624826305389672e-05,0.00011466666666666666,7.333333333333334e-06,0.000705924963179407,0.058331053738835036,0.06109827959449831
configuration_01cd0a05d7dd7e0f7fda8f56,0.5,1,0.03,ceiling,departure_first,preload_all,30,0.333814,0.0016862294194955813,0.33335717435485246,0.0,1.0160916533245228,0.3387171666983466,0.020906892562916564,0.010536848927528705,0.010040666666666666,0.010040666666666666,0.0003078619633955238,0.3332105905517448,0.3344174094482552
