model,n,r_squared,adjusted_r_squared,rmse,coefficient_const,standard_error_const,coefficient_total_collision_rate,standard_error_total_collision_rate,coefficient_mixed_collision_rate,standard_error_mixed_collision_rate,coefficient_critical_acceptance_difference_rate,standard_error_critical_acceptance_difference_rate,coefficient_rho,standard_error_rho,coefficient_inverse_capacity,standard_error_inverse_capacity,coefficient_delta,standard_error_delta
A_total_collision,16,0.36804580390195596,0.32290621846638146,0.001021863770866195,-1.762071745773718e-05,0.00039887588187130057,0.07642165861420291,0.02676358622386762,,,,,,,,,,
B_mixed_collision,16,0.5291302025044656,0.4954966455404989,0.0008820650582329588,-9.557762303707057e-05,0.0003286172099600329,,,0.1434986861095619,0.03617870758293613,,,,,,,,
C_critical_difference,16,0.6625420350643523,0.638437894711806,0.0007467238842096438,0.00016233394775313104,0.0002349622934634756,,,,,0.30822686921333103,0.05879083115341135,,,,,,
D_adjusted,16,0.7261730718700045,0.626599643459097,0.0006726486551516313,0.001607354967992455,0.0013734761337109152,,,,,0.2399216582340472,0.08291211120654021,-0.001941984930091001,0.0013933989613443445,0.0004568984277242602,0.0005938518669055344,0.046978990987069924,0.05803450780708644
